station,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
52GQ6,83.89999999999999,82.04,80.42,79.46,78.02,77.83999999999999,76.22,75.86,74.66,74.12,73.94000000000001,73.34,76.16000000000001,81.98,84.8,87.86,89.05999999999999,89.06,89.66000000000001,89.66000000000001,90.25999999999999,89.36000000000001,84.62,84.2
69052,86.24000000000001,84.61999999999999,84.2,83.77999999999999,83.42,82.27999999999999,82.04,80.96,81.74,81.56,78.44,76.27999999999999,78.62,84.44,86.66000000000001,88.10000000000001,88.40000000000002,89.71999999999998,90.13999999999999,90.38,90.14,90.38,89.90000000000002,88.39999999999999
72201,87.08000000000001,86.0,86.0,86.0,86.0,84.91999999999999,84.91999999999999,84.91999999999999,84.02,84.91999999999999,84.91999999999999,82.94,86.0,87.98,87.98,89.96000000000001,91.94,91.94,93.02,91.94,93.02,93.02,91.03999999999999,91.03999999999999
72202,77.0,75.92,77.0,78.08,77.0,77.0,75.92,77.0,75.92,77.0,75.92,75.92,80.06,82.94,87.08000000000001,87.98,89.96000000000001,91.03999999999999,91.94,89.06,86.0,80.96,86.0,86.0
72203,84.02,75.02,75.02,75.92,75.92,75.02,75.02,75.02,73.94,73.94,73.94,73.94,77.0,80.06,84.02,86.0,89.06,91.03999999999999,91.03999999999999,89.96000000000001,89.06,89.06,87.98,86.0
72204,84.91999999999999,82.94,82.94,82.04,82.04,78.98,78.98,78.08,78.08,78.98,78.08,77.0,80.06,87.08000000000001,89.06,91.94,91.94,91.94,91.94,89.96000000000001,89.96000000000001,87.98,89.06,89.06
72205,80.06,80.06,80.96,80.06,78.08,78.98,78.08,78.08,78.08,77.0,77.0,77.0,80.06,84.02,87.08000000000001,89.06,89.96000000000001,91.94,91.03999999999999,87.98,91.03999999999999,89.96000000000001,80.96,82.04
72206,84.02,82.94,78.98,78.98,78.98,77.0,77.0,75.92,75.02,73.94,73.94,75.02,78.08,82.94,87.08000000000001,89.96000000000001,89.96000000000001,91.94,93.02,95.0,93.91999999999999,95.0,91.03999999999999,89.96000000000001
72210,83.78,83.78,82.99999999999999,82.82,80.83999999999999,81.02,79.64,79.7,78.62,78.46,78.36,78.36,80.88,83.18,84.8,87.08,86.18,83.96,87.86000000000001,86.83999999999999,86.96,88.04,87.68,87.08
72211,86.0,84.91999999999999,82.94,82.94,82.94,82.04,80.96,80.96,80.96,80.06,80.96,80.96,82.94,86.0,87.98,87.08000000000001,89.06,87.08000000000001,87.98,82.94,82.04,87.08000000000001,87.08000000000001,87.08000000000001
72212,83.3,80.78,78.98,77.54,76.82,75.74000000000001,75.2,74.66,74.3,74.12,74.12,74.3,77.36,80.24000000000001,84.56,86.53999999999999,89.78,85.82,87.8,91.03999999999999,92.66,89.78,87.8,86.72
72213,90.5,87.08000000000001,85.28,82.94,82.04,80.6,79.7,78.44,77.54,77.0,77.36,76.1,80.6,83.48,86.9,89.78,90.86,93.74,93.74,93.74,94.46000000000001,94.28,91.76,93.74
72214,84.02,82.94,82.04,82.04,80.06,78.98,75.92,75.92,77.0,75.02,73.94,75.02,75.92,82.04,86.0,87.98,91.03999999999999,93.91999999999999,93.91999999999999,95.0,93.91999999999999,89.96000000000001,89.06,89.06
72220,86.0,84.02,84.02,84.02,80.06,78.98,78.98,78.08,78.08,78.08,77.0,75.92,78.98,84.02,89.06,91.03999999999999,89.06,84.91999999999999,87.08000000000001,91.03999999999999,91.03999999999999,91.03999999999999,87.08000000000001,87.08000000000001
72221,86.0,84.74,83.66,82.75999999999999,82.75999999999999,80.42,79.52,78.62,78.44,79.16,76.64,76.1,77.72,84.2,86.18,88.52,88.34,90.68,90.32,90.5,90.5,91.22,90.68,89.24
72222,86.0,82.94,80.06,78.98,77.12,76.04,75.8,78.02,75.67999999999999,75.14,75.2,75.92,78.98,84.91999999999999,87.98,89.06,89.06,89.96000000000001,91.03999999999999,89.96000000000001,84.02,87.08000000000001,89.06,87.98
74756,84.91999999999999,82.04,78.98,80.06,78.08,77.0,77.0,75.92,77.0,75.92,75.92,75.02,78.98,84.02,87.98,89.06,91.03999999999999,93.91999999999999,93.02,91.03999999999999,93.02,84.02,87.08000000000001,86.0
