station,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
52GQ6,4.266748853106667,3.0654312148533336,1.9469630688933337,0.0,1.5741403535733334,0.0,1.11846814596,0.0,1.11846814596,1.11846814596,1.11846814596,1.5741403535733334,2.6926084995333337,1.11846814596,3.811076645493334,4.556722076133333,3.4382539301733335,5.385216999066667,6.876507860346668,8.0778254986,6.503685145026668,6.58653463732,6.58653463732,5.840889206680001
69052,10.687584505840002,9.56911635988,8.077825498600001,8.13996261782,10.376898909740001,10.74972162506,8.450648213920003,8.82347092924,7.705002783280001,5.012394283746667,6.876507860346668,5.012394283746667,7.33218006796,9.631253479100002,10.31476179052,9.19629364456,8.82347092924,11.1846814596,12.303149605560002,11.1846814596,8.0778254986,10.31476179052,3.0654312148533336,3.1482807071466667
72201,9.19629364456,9.19629364456,9.19629364456,0.0,10.31476179052,8.45064821392,0.0,8.45064821392,6.9593573526400005,0.0,6.835083114200001,6.95935735264,5.840889206680001,5.840889206680001,6.95935735264,6.95935735264,8.077825498600001,10.314761790520002,9.19629364456,9.19629364456,8.077825498600001,6.95935735264,8.077825498600001,5.840889206680001
72202,8.077825498600001,5.840889206680001,5.840889206680001,11.43322993648,8.077825498600001,9.19629364456,13.856577586060002,8.077825498600001,9.19629364456,8.077825498600001,10.314761790520002,9.19629364456,6.95935735264,5.840889206680001,9.19629364456,8.077825498600001,11.43322993648,11.43322993648,9.19629364456,10.314761790520002,16.09351387798,13.856577586060002,14.975045732020002,13.856577586060002
72203,4.72242106072,3.3554044378800003,0.0,10.314761790520002,8.077825498600001,6.95935735264,12.7381094401,12.7381094401,14.975045732020002,12.7381094401,10.314761790520002,9.19629364456,6.95935735264,9.19629364456,10.314761790520002,5.840889206680001,11.43322993648,10.314761790520002,9.19629364456,4.72242106072,16.09351387798,10.314761790520002,12.7381094401,4.72242106072
72204,11.43322993648,8.077825498600001,12.7381094401,6.95935735264,0.0,3.3554044378800003,0.0,0.0,0.0,0.0,0.0,3.3554044378800003,0.0,3.3554044378800003,0.0,6.95935735264,8.077825498600001,8.077825498600001,11.43322993648,5.840889206680001,10.314761790520002,10.314761790520002,10.314761790520002,12.7381094401
72205,8.077825498600001,16.09351387798,0.0,3.3554044378800003,4.72242106072,3.3554044378800003,3.3554044378800003,4.72242106072,5.840889206680001,3.3554044378800003,0.0,0.0,0.0,0.0,5.840889206680001,8.077825498600001,5.840889206680001,9.19629364456,8.077825498600001,8.077825498600001,10.314761790520002,8.077825498600001,6.95935735264,10.314761790520002
72206,4.72242106072,0.0,4.72242106072,0.0,0.0,0.0,3.3554044378800003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.840889206680001,4.72242106072,5.840889206680001,6.95935735264,8.077825498600001,4.72242106072,12.7381094401,10.314761790520002,10.314761790520002
72210,6.58653463732,5.7373273413133345,1.11846814596,1.11846814596,1.5741403535733334,5.385216999066667,7.705002783280001,4.266748853106667,6.959357352640001,6.130862429706667,6.9593573526400005,6.130862429706667,6.959357352640001,5.758039714386666,5.758039714386666,4.556722076133334,4.266748853106667,6.213711921999999,10.004076194420001,9.56911635988,12.241012486340002,12.303149605560002,10.376898909740001,6.58653463732
72211,9.19629364456,0.0,0.0,0.0,0.0,0.0,4.72242106072,0.0,3.3554044378800003,3.3554044378800003,3.3554044378800003,3.3554044378800003,0.0,0.0,3.3554044378800003,6.95935735264,9.19629364456,11.43322993648,12.7381094401,10.314761790520002,11.43322993648,11.43322993648,8.077825498600001,4.72242106072
