station,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
52GQ6,76.28,74.65999999999998,74.6,74.36,74.17999999999999,74.24,73.76,73.69999999999999,74.54,74.60000000000001,76.22000000000001,76.22000000000001,76.82,80.78,83.83999999999999,85.39999999999999,85.04,86.96,86.36000000000001,88.16000000000001,88.16000000000001,86.96,85.04,83.17999999999999
69052,78.38,77.48,76.7,76.46,75.62,75.74000000000001,75.5,74.71999999999998,73.88,73.76,73.46,73.64,74.0,77.24,79.27999999999999,79.82,76.46,77.83999999999999,80.54,82.88,80.65999999999998,79.63999999999999,80.36,79.75999999999999
72201,84.91999999999999,84.02,84.91999999999999,84.91999999999999,84.91999999999999,86.0,84.91999999999999,84.91999999999999,84.91999999999999,84.91999999999999,84.91999999999999,84.02,78.08,82.94,84.91999999999999,86.0,87.08000000000001,87.98,89.06,89.06,87.98,86.0,87.98,86.0
72202,82.94,82.94,78.98,78.08,80.96,80.96,80.96,80.06,78.98,78.98,80.06,78.98,82.04,82.04,84.91999999999999,87.08000000000001,86.0,86.0,87.08000000000001,87.98,87.08000000000001,86.0,84.91999999999999,84.91999999999999
72203,82.94,82.94,82.94,82.94,82.94,82.04,82.04,80.06,80.96,80.06,80.06,82.04,82.04,84.02,84.02,86.0,87.98,87.98,87.08000000000001,87.08000000000001,87.98,87.08000000000001,86.0,84.02
72204,86.0,84.91999999999999,84.91999999999999,84.91999999999999,84.02,84.02,84.02,84.02,84.02,82.94,82.94,82.94,84.91999999999999,86.0,87.08000000000001,89.06,89.96000000000001,89.96000000000001,91.03999999999999,89.96000000000001,89.96000000000001,89.06,87.98,87.08000000000001
72205,82.04,80.96,80.06,78.98,78.08,78.08,78.08,77.0,77.0,77.0,77.0,77.0,78.98,82.04,84.91999999999999,86.0,87.98,89.96000000000001,89.96000000000001,89.96000000000001,89.96000000000001,89.06,87.98,84.91999999999999
72206,75.92,75.02,73.94,73.94,73.94,73.04,73.04,73.04,71.96,71.96,71.96,73.04,73.94,80.96,84.91999999999999,84.91999999999999,87.98,87.98,89.96000000000001,89.06,89.06,89.06,87.98,84.02
72210,78.24000000000001,78.39999999999999,77.36,76.88,76.7,76.7,76.62,77.26,77.74,77.52,77.22000000000001,77.74,78.71999999999998,80.36,82.92,85.03999999999999,86.96,88.33999999999999,90.25999999999999,89.66000000000001,79.82000000000001,78.26,76.16000000000001,76.58
72211,80.06,78.98,78.98,78.98,78.08,78.08,78.08,78.08,78.08,78.98,78.08,78.08,80.06,82.04,84.91999999999999,87.08000000000001,89.06,91.03999999999999,93.02,93.91999999999999,80.6,75.92,78.08,78.98
72212,73.04,73.4,73.22,72.86,72.86,72.68,72.68,72.5,72.14,72.14,72.32,72.5,73.94,75.56,79.7,83.12,87.26,89.06,91.22,74.12,75.38,77.54,78.25999999999999,80.06
72213,74.3,73.94,73.58,73.75999999999999,73.4,73.04,72.68,72.14,71.96,71.6,71.6,71.24000000000001,72.32,76.1,80.42,83.84,85.46000000000001,87.61999999999999,89.06,89.6,91.58000000000001,90.86,89.78,87.08000000000001
72214,71.06,71.96,71.96,71.96,71.96,71.96,71.96,71.96,71.96,73.04,73.04,73.04,73.94,75.92,78.08,80.96,84.91999999999999,87.08000000000001,87.98,91.94,77.0,77.0,75.02,75.92
72220,78.08,73.94,75.02,75.02,75.92,75.92,75.02,73.94,73.94,73.94,75.02,75.92,75.92,75.92,82.04,84.91999999999999,82.94,84.02,86.0,78.08,82.94,80.06,77.0,82.04
72221,77.9,76.82,76.1,75.74000000000001,75.02,75.38,74.66,73.58,73.4,72.86,72.5,73.22,73.04,76.64,80.6,80.06,79.16,76.82,79.88,83.48,81.32,79.52,79.52,78.44
72222,80.96,80.96,80.96,80.96,75.44,75.14,74.24,72.8,72.14,71.66000000000001,75.2,75.92,75.92,77.0,78.08,78.08,78.08,78.08,82.04,84.91999999999999,84.02,84.91999999999999,82.94,82.94
