id,name,country,region,latitude,longitude,elevation,timezone,distance
04AEH,Norwich,US,NY,42.5665,-75.52416,312,America/New_York,1913289.8
0AGC0,Ste Madeleine,CA,QC,45.62,-73.13,30,America/Toronto,1802116.9
0CC8G,Louiseville,CA,QC,46.27,-73.02,45,America/Toronto,1873715.5
0CO7B,Kingsville Moe,CA,ON,42.04,-82.67,200,America/Toronto,1939158.5
0FV1F,Tillsonburg Wwtp,CA,ON,42.86,-80.72,213,America/Toronto,1934989.8
0FV2W,Mountainview,CA,ON,44.05,-77.3,108,America/Toronto,1899514.8
0JGQ7,St Jacques,CA,QC,45.95,-73.58,69,America/Toronto,1827502.6
0JPFS,St Malo D Auckland,CA,QC,45.2,-71.5,564,America/Toronto,1801438.3
0MV8M,Hill Air Force Base,US,UT,41.11112,-111.96229,1459,America/Denver,1979497.7
0NNEW,Effingham County Memorial Airport,US,IL,39.07056,-88.53333,179,America/Chicago,1873392.4
0OBKP,Live Oak County Airport,US,TX,28.36281,-98.11647,39,America/Chicago,1355777.9
0RJDR,Hotel (Gurley),US,NE,41.32,-102.83,1263,America/Denver,1924668.7
0XHK8,Mississippi Canyon,US,LA,28.35,-88.26667,130,Asia/Thimphu,1250151.5
10RIK,Brockville Pcc,CA,ON,44.6,-75.67,96,America/Toronto,1644911.8
128HL,Blackstock,CA,ON,44.1,-78.83,291,America/Toronto,1830994.4
12C2R,Cleveland,US,TX,30.3567,-95.0083,46,America/Chicago,1697749.5
13178,Jamestown,CA,ON,43.8,-81.18,319,America/Toronto,1704082.4
17CKT,Rainham Century Farm,CA,ON,42.85,-79.77,178,America/Toronto,1927140.6
1CZCV,Enid Woodring Regional Airport,US,OK,36.37917,-97.79111,356,America/Chicago,1769362.4
1D16Y,Trenton Awos,CA,ON,44.12,-77.52,86,America/Toronto,1894718.3
1FS1O,Ste Lucie,CA,QC,46.73,-70.02,373,America/Toronto,1872810.1
1GV5K,Ste Martine,CA,QC,45.22,-73.85,38,America/Toronto,1743666.2
1ISN3,New Market Airport,US,VA,38.6557,-78.7081,297,America/New_York,1776374.7
1J1PJ,Gore Bay,CA,ON,45.88,-82.57,189,America/Nipigon,1867982.4
1JWST,Lake Superior Provincial Park,CA,ON,47.72,-84.81,401,America/Nipigon,1969851.4
1LRNY,Allendale County Airport,US,SC,32.9951,-81.2703,49,America/New_York,1152260.3
1OQZV,Arundel,CA,QC,45.95,-74.62,191,America/Toronto,1808114.0
1PI72,St Guillaume,CA,QC,45.88,-72.77,44,America/Toronto,1838117.9
1Y8OJ,Centreville,CA,ON,44.4,-76.91,150,America/Toronto,1949317.6
210N7,Lt. William M. Milliken Airport,US,KS,37.85161,-96.29202,368,America/Chicago,1975909.6
2AYO3,Milan,CA,QC,45.58,-71.12,482,America/Toronto,1851899.1
2CC90,Moriarty Municipal Airport,US,NM,34.98374,-105.99576,1889,America/Denver,1887262.8
2FXL8,Sandfield,CA,ON,45.69,-81.98,231,America/Nipigon,1865786.6
2UCSD,Coteau Du Lac,CA,QC,45.32,-74.17,49,America/Toronto,1748008.8
2UG92,Warren Field Airport,US,NC,35.57056,-77.04972,12,America/New_York,1632237.1
2W8UZ,Chatham Kent,CA,ON,42.31,-82.08,197,America/Toronto,1985084.6
2XUGG,Toronto City Centre,CA,ON,43.63,-79.4,77,America/Toronto,1762073.7
37LBH,St Georges,CA,QC,46.15,-70.7,168,America/Toronto,1922980.3
3EADS,Coldwater Warminster,CA,ON,44.63,-79.54,285,America/Toronto,1849472.3
3FG4P,St Anicet,CA,QC,45.13,-74.35,53,America/Toronto,1724087.5
3MXT3,Montreal Mirabel Intl Airport,CA,QC,45.68,-74.04,82,America/Toronto,1789301.2
3NDQ8,Laprairie,CA,QC,45.38,-73.43,30,America/Toronto,1769797.4
3PCIL,South Big Horn County Airport,US,WY,44.5174,-108.0752,1199,America/Denver,1642283.8
3RGDT,St Bernard De Lacolle,CA,QC,45.08,-73.38,49,America/Toronto,1738982.0
3SPRK,Skaneateles Aero Drome,US,NY,42.914,-76.4408,316,America/New_York,1941215.7
3UYBF,St Hyacinthe 2,CA,QC,45.57,-72.92,33,America/Toronto,1801737.0
41FV1,Stampede Pass,US,WA,47.27648,-121.33817,1209,America/Los_Angeles,1924441.6
44BUQ,Stratford Wwtp,CA,ON,43.37,-81.0,345,America/Toronto,1993976.3
468T8,Windham,US,MT,47.1,-110.2,1337,America/Denver,1905693.2
48DPX,Fremont County Airport,US,CO,38.42856,-105.10685,1658,America/Denver,1550737.8
49HYF,Big Timber Airport,US,MT,45.80647,-109.97826,1369,America/Denver,1763449.0
4DA9G,Kaladar,CA,ON,44.65,-77.12,215,America/Toronto,1960733.4
4DUJO,Fergus Shand Dam,CA,ON,43.73,-80.33,418,America/Toronto,1731231.9
4MIKP,Corpus Christi Naval Air Station,US,TX,27.6925,-97.29111,6,America/Chicago,1425164.5
4MT3C,St Come De Liniere,CA,QC,46.05,-70.52,244,America/Toronto,1918437.9
4P0GT,Belleville Airport,US,IL,38.55,-89.85,138,America/Chicago,1756665.2
4V5MO,Columbia-Marion County Airport,US,MS,31.297,-89.8128,80,America/Chicago,1223216.3
4X77V,Bowman Regional Airport,US,ND,46.16551,-103.30074,904,America/Denver,1931996.5
4XCYX,Indianapolis Metro Airport,US,IN,39.9354,-86.04507,247,America/Indiana/Indianapolis,1632747.8
52GQ6,Palatka Kay Larkin Field,US,FL,29.6586,-81.6889,15,America/New_York,1905554.2
56FNV,Manchester Airport,US,NH,42.92964,-71.43559,71,America/New_York,1963548.5
57Z0A,Yuma Municipal Airport,US,CO,40.1046,-102.7128,1256,America/Denver,1810077.5
5DK9D,GB172/Salsa (Shell E-P),US,LA,27.84,-91.988,21,America/Chicago,1946496.7
5EBO4,Laughlin Air Force Base Auxiliary Airfield,US,TX,29.36652,-100.78469,330,America/Chicago,1132758.1
5F44V,Vidalia Concordia Parish,US,LA,31.562,-91.5065,16,America/Chicago,1102385.7
5HJUY,Trois Rivieres Airport,CA,QC,46.35,-72.68,61,America/Toronto,1889984.5
5IMJX,Cortez-Montezuma County Airport,US,CO,37.30706,-108.62644,1803,America/Denver,1843483.9
5IQZ5,Mansfield - C E Rusty Williams Airport,US,LA,32.0717,-93.764,96,America/Chicago,1865178.9
5K6VK,Maverick County Memorial International Airport,US,TX,28.8571,-100.5135,270,America/Chicago,1140441.9
5KQCG,Mahnomen County Airport,US,MN,47.2605,-95.9281,383,America/Chicago,1960099.8
5LV1S,Montebello (sedbergh),CA,QC,45.7,-74.93,197,America/Toronto,1775930.3
5MKGL,Midland Water Pollution Control Plant,CA,ON,44.76,-79.88,180,America/Toronto,1847955.8
5Q4PV,Sunnyside Municipal Airport,US,WA,46.3271,-119.9704,234,America/Los_Angeles,1828732.3
5R08Z,Jennings Airport,US,LA,30.2427,-92.6735,7,America/Chicago,1913550.6
5RUZT,Woodstock,CA,ON,43.14,-80.77,282,America/Toronto,1966384.0
5WIOQ,London Madison County Airport,US,OH,39.9327,-83.462,330,America/New_York,1696653.0
60KP4,Manti-Ephraim Airport,US,UT,39.33133,-111.61273,1676,America/Denver,1832760.1
65YVF,St. Albert,CA,ON,45.29,-75.06,80,America/Toronto,1729234.8
69002,Hunter Ligget / Hunter-Liggett,US,CA,35.9935,-121.2367,310,America/Los_Angeles,1166848.2
69007,Fort Ord / Blanco,US,CA,36.6815,-121.7617,42,America/Los_Angeles,1239644.6
69014,Irvine,US,CA,33.6667,-117.7167,119,America/Los_Angeles,1008964.7
69015,Twentynine Palms / Sunfair Heights,US,CA,34.2962,-116.1622,625,America/Los_Angeles,1142092.5
69019,Abilene / Tye,US,TX,32.4198,-99.8554,545,America/Chicago,1359661.0
69029,Port Aransas / Mustang Beach,US,TX,27.8118,-97.0888,2,America/Indiana/Tell_City,1446460.5
69033,Hood Canal Bridge / Rockford,US,OR,45.6726,-121.5365,195,America/Los_Angeles,1745561.7
69050,Fort Chaffee / Burnville,US,AR,35.1667,-94.2,143,America/Chicago,1964799.1
69052,Mary Esther,US,FL,30.42,-86.68,12,America/Chicago,1458754.3
69535,Gulfport / Napoleon,US,MS,30.36,-89.56,10,America/Chicago,1198558.4
69536,Norfolk / Granby Shores,US,VA,36.93,-76.27,5,America/New_York,1783659.8
69542,Monterey / Del Monte,US,CA,36.59,-121.86,152,America/Los_Angeles,1229073.1
6G2N8,Green Canyon 338 Front Runner,US,LA,27.625,-90.441,56,Asia/Thimphu,1025049.1
6KPQR,Lamesa Municipal Airport,US,TX,32.75631,-101.92022,914,America/Chicago,1222186.1
6MNKR,Scott,CA,QC,46.5,-71.08,145,America/Toronto,1947515.0
6MPJE,Astronaut Kent Rominger - Del Norte,US,CO,37.7138,-106.352,2424,America/Denver,1435371.0
6N2T2,Chatham Wpcp,CA,ON,42.39,-82.22,180,America/Toronto,1988967.7
6NBCC,Wright,CA,QC,46.07,-76.05,142,America/Toronto,1801782.4
6V0WP,Cheyenne Mountain,US,CO,38.74343,-104.84334,2040,America/Denver,1592101.9
6X8YG,Middlebury State Airport,US,VT,43.9848,-73.0959,149,America/New_York,1630166.6
70580,Elko / Coin,US,NV,40.8249,-115.7917,1567,America/Los_Angeles,1804771.9
71019,St Leonard CS,CA,NB,47.16,-67.83,245,America/Moncton,1909472.1
71063,Ottawa CDA RCS,CA,ON,45.38,-75.72,79,America/Toronto,1729760.8
71151,Valcartier,CA,ON,46.9,-71.5,168,America/Toronto,1977316.5
71171,Vineland Station RCS,CA,ON,43.18,-79.4,79,America/Toronto,1962222.5
71172,Parry Sound,CA,ON,45.34,-80.04,176,America/Nipigon,1897640.4
71184,Varennes,CA,QC,45.72,-73.38,18,America/Toronto,1807161.5
71198,Lac Saint-Pierre,CA,QC,46.18,-72.92,16,America/Toronto,1866405.5
71212,Foret Montmorency RCS,CA,QC,47.32,-71.15,673,America/Toronto,1950508.0
71260,Sault Ste Marie Airport,CA,ON,46.49,-84.51,192,America/Toronto,1885750.4
71261,Goderich,CA,ON,43.77,-81.72,214,America/Toronto,1681001.2
71262,St Catharines / Port Weller,CA,ON,43.2,-79.1667,98,America/Toronto,1963768.5
71263,Hamilton Airport,CA,ON,43.17,-79.94,238,America/Toronto,1963557.7
71265,Toronto Island Airport,CA,ON,43.6333,-79.4,77,America/Toronto,1762378.1
71268,Elliot Lake,CA,ON,46.3514,-82.5614,331,America/Nipigon,1917136.1
71270,Collingwood,CA,ON,44.5,-80.22,180,America/Toronto,1809421.0
71271,Nipissing,CA,AB,46.3167,-79.4667,204,America/Toronto,1817207.3
71272,Beausoleil Island,CA,ON,44.85,-79.8667,183,America/Toronto,1857112.1
71273,Belle River,CA,SK,42.3,-82.7,184,America/Toronto,1965280.7
71281,Grenadier Island,CA,ON,44.42,-75.85,82,America/Toronto,1622774.1
71282,Lagoon City,CA,ON,44.55,-79.22,221,America/Toronto,1855451.5
71283,Oliphant  Ont,CA,AB,44.7333,-81.2833,182,America/Toronto,1792309.9
71290,Upper Rideau Lake,CA,ON,44.7,-76.3,125,America/Toronto,1648206.7
71292,Cyprus Lake / Tobermory,CA,ON,45.2333,-81.5333,190,America/Toronto,1833747.0
71294,Bancroft,CA,ON,45.07,-77.88,331,America/Toronto,1962498.0
71296,Egbert CS,CA,ON,44.23,-79.78,251,America/Toronto,1801619.3
71297,Hamilton Rbg CS,CA,ON,43.29,-79.91,102,America/Toronto,1976702.1
71298,Harrow CDA,CA,ON,42.03,-82.9,191,America/Toronto,1931378.5
71300,Kemptville CS,CA,ON,45.0,-75.63,99,America/Toronto,1689269.8
71303,Point Pelee CS,CA,ON,41.95,-82.52,177,America/Toronto,1934358.1
71307,Ridgetown RCS,CA,ON,42.45,-81.88,206,America/Toronto,1903511.1
71314,Barrie-Oro,CA,ON,44.48,-79.55,289,America/Toronto,1834882.2
71319,Charlevoix (mrc),CA,QC,47.28,-70.64,723,America/Toronto,1939844.1
71323,Beauceville,CA,QC,46.21,-70.79,229,America/Toronto,1926347.1
71352,Elora RCS,CA,ON,43.65,-80.42,376,America/Toronto,1719878.7
71368,Kitchener/waterloo,CA,ON,43.46,-80.38,322,America/Toronto,1998565.3
71369,Cornwall / Saint Regis,CA,ON,45.0167,-74.6833,63,America/Toronto,1705770.4
71370,Shawinigan,CA,QC,46.56,-72.73,110,America/Toronto,1911083.9
71371,Montreal Saint Hubert Airport,CA,QC,45.52,-73.42,27,America/Toronto,1784947.5
71372,L'Acadie,CA,QC,45.29,-73.35,44,America/Toronto,1762006.7
71373,Frelighsburg,CA,QC,45.03,-72.85,224,America/Toronto,1746436.1
71376,Saint-Jovite,CA,QC,46.08,-74.56,238,America/Toronto,1823227.7
71377,Sainte-Anne-de-Bellevue,CA,QC,45.43,-73.93,39,America/Toronto,1764571.4
71378,La Tuque,CA,QC,47.41,-72.79,169,America/Toronto,1986783.5
71382,L'Etape,CA,QC,47.56,-71.23,791,America/Toronto,1977837.5
71384,Cap-Tourmente,CA,QC,47.08,-70.78,6,America/Toronto,1919515.6
71389,Deschambault,CA,QC,46.69,-71.97,61,America/Toronto,1943149.9
71391,High Falls,CA,QC,45.84,-75.65,195,America/Toronto,1781118.0
71392,Ste-Foy,CA,QC,46.78,-71.29,91,America/Toronto,1970534.3
71420,Ottawa / Templeton,CA,QC,45.5167,-75.5667,64,America/Toronto,1746730.5
71424,Ile D'Orleans,CA,QC,47.0,-70.81,4,America/Toronto,1911100.4
71430,Point Petre,CA,ON,43.83,-77.15,79,America/Toronto,1888108.4
71431,Cobourg,CA,ON,43.95,-78.17,78,America/Toronto,1848179.5
71432,Port Weller,CA,ON,43.25,-79.22,79,America/Toronto,1969459.6
71433,Caribou Island,CA,ON,47.33,-85.83,187,America/Nipigon,1954448.0
71436,"Barrie, Ontario",CA,ON,44.3833,-79.7833,295,America/Toronto,1815998.8
71437,Burlington Piers,CA,ON,43.3,-79.8,77,America/Toronto,1977233.0
71438,Western Island,CA,ON,45.03,-80.37,191,America/Nipigon,1854958.7
71439,Cove Island,CA,ON,45.33,-81.73,181,America/Toronto,1837051.8
71460,Killarney,CA,ON,45.97,-81.48,196,America/Toronto,1909894.6
71462,Great Duck Island,CA,ON,45.63,-82.95,183,America/Nipigon,1831486.8
71463,Port Colborne,CA,ON,42.87,-79.25,184,America/Toronto,1927310.9
71464,Long Point,CA,ON,42.53,-80.05,175,America/Toronto,1893251.9
71465,Erieau,CA,ON,42.25,-81.9,178,America/Toronto,1984659.9
71466,Southeast Shoal,CA,ON,41.83,-82.47,195,America/Toronto,1923504.3
71494,Thetford Mines RCS,CA,QC,46.05,-71.27,430,America/Toronto,1895661.2
71508,Toronto City,CA,ON,43.67,-79.4,112,America/Toronto,1765765.0
71524,L'Assomption,CA,QC,45.81,-73.43,21,America/Toronto,1815687.6
71527,"Simcoe, Ontario",CA,ON,42.85,-80.2667,241,America/Toronto,1930185.5
71534,Borden Awos,CA,ON,44.27,-79.91,222,America/Toronto,1799994.8
71538,Windsor Airport,CA,ON,42.28,-82.96,190,America/Toronto,1955751.2
71573,Delhi CS,CA,ON,42.87,-80.55,232,America/Toronto,1934606.9
71578,Beauport,CA,QC,46.84,-71.2,10,America/Toronto,1979238.1
71581,Algonquin Park East Gate,CA,ON,45.53,-78.27,397,America/Toronto,1987498.7
71590,Edmundston,CA,NB,47.42,-68.32,154,America/Moncton,1939175.4
715W9,Syracuse-Hamilton County Municipal Airport,US,KS,37.99858,-101.7476,1013,America/Denver,1657753.3
71610,Sherbrooke Airport,CA,QC,45.43,-71.68,241,America/Toronto,1819826.5
71611,Lennoxville,CA,QC,45.37,-71.82,181,America/Toronto,1809606.1
71612,Montreal McTavish,CA,QC,45.5,-73.58,73,America/Toronto,1779338.5
71614,Ste-Clotilde,CA,QC,45.17,-73.68,53,America/Toronto,1741908.6
71616,Lemieux,CA,QC,46.3,-72.06,97,America/Toronto,1899974.0
71618,Mont-Orford,CA,QC,45.3167,-72.25,851,America/Toronto,1792143.8
71620,Kingston,CA,ON,44.2167,-76.6,93,America/Toronto,1949293.4
71621,Trenton Airport,CA,ON,44.12,-77.53,86,America/Toronto,1894227.0
71623,London International Airport,CA,ON,43.03,-81.15,278,America/Toronto,1958036.7
71624,Toronto Pearson International Airport,CA,ON,43.68,-79.63,173,America/Toronto,1756472.0
71625,Petawawa Airport,CA,ON,45.95,-77.32,130,America/Toronto,1778310.9
71627,Montreal International Airport,CA,QC,45.47,-73.74,36,America/Toronto,1772750.1
71628,Ottawa International Airport,CA,ON,45.32,-75.67,115,America/Toronto,1723818.4
71629,Peterborough Airport,CA,ON,44.2333,-78.3667,191,America/Toronto,1864367.3
71630,Muskoka Airport,CA,ON,44.97,-79.3,282,America/Toronto,1891586.8
71631,Mount Forest,CA,ON,43.98,-80.75,414,America/Toronto,1738272.5
71632,"Britt, Ontario",CA,ON,45.8,-80.5333,190,America/Nipigon,1924642.3
71633,Wiarton Airport,CA,ON,44.74,-81.11,222,America/Toronto,1799160.4
71634,Sarnia Airport,CA,NB,43.0,-82.3167,181,America/Toronto,1970190.4
71639,Toronto Buttonville Airport,CA,ON,43.86,-79.37,198,America/Toronto,1784673.5
71672,Peterborough Trent U,CA,ON,44.35,-78.3,216,America/Toronto,1878011.4
71675,Montreal-Est,CA,QC,45.6333,-70.55,51,America/New_York,1875297.6
71694,Beatrice,CA,ON,45.14,-79.4,297,America/Toronto,1903605.9
71703,Saint Leonard Airport,CA,NB,47.15,-67.8333,241,America/Moncton,1908362.6
71704,Sarnia,CA,ON,43.0,-82.31,181,America/Toronto,1970085.6
71712,St-Anicet 1,CA,QC,45.12,-74.29,49,America/Toronto,1724145.3
71713,La Pocatiere,CA,QC,47.36,-70.03,31,America/Toronto,1942433.7
71714,Quebec Jean Lesage International Airport,CA,QC,46.8,-71.38,60,America/Toronto,1970145.5
71716,Valcartier Airport,CA,QC,46.9,-71.5,168,America/Toronto,1977316.5
71720,Ste Agathe Des Mont,CA,BC,46.05,-74.2833,395,America/Toronto,1824740.4
71721,Maniwaki Airport,CA,QC,46.27,-75.99,200,America/Toronto,1824447.1
71722,Maniwaki Ua,CA,QC,46.3,-76.01,189,America/Toronto,1827537.5
71723,Nicolet,CA,QC,46.23,-72.66,8,America/Toronto,1877756.1
71724,Trois-Rivieres,CA,QC,46.35,-72.52,6,America/Toronto,1893780.8
71730,Sudbury Airport,CA,ON,46.63,-80.8,348,America/Toronto,1998417.6
71731,North Bay Airport,CA,ON,46.36,-79.42,370,America/Toronto,1821853.7
71733,"Gore Bay, Ontario",CA,ON,45.8833,-82.5667,193,America/Nipigon,1868417.1
71735,Earlton,CA,ON,47.7,-79.85,243,America/Nipigon,1972381.6
71737,Saint-Michel-Des-Saints,CA,QC,46.82,-74.09,430,America/Toronto,1911470.4
71752,Welland-Pelham,CA,ON,42.97,-79.33,178,America/Toronto,1938661.6
71767,Tobermory RCS,CA,ON,45.23,-81.63,214,America/Toronto,1830212.2
71820,Barrage Angliers,CA,ON,47.55,-79.2333,266,America/Toronto,1953541.0
71D38,Santa Monica Municipal Airport,US,CA,34.01583,-118.45139,53,America/Los_Angeles,1015034.7
72004,Stevenson Ranch,US,CA,34.37,-118.57,427,America/Los_Angeles,1047373.0
72005,Valle,US,AZ,35.65,-112.15,1829,America/Phoenix,1488398.0
72011,Llano,US,TX,30.7845,-98.6603,336,America/Chicago,1379764.0
72013,Saratoga,US,IL,41.43,-88.42,178,America/Chicago,1769275.5
72014,Sparland,US,IL,41.02,-89.38,173,America/Chicago,1720738.9
72016,Windom,US,WV,37.6,-81.55,544,America/New_York,1537838.8
72017,Metropolis / Choat,US,IL,37.1859,-88.7506,117,America/Chicago,1704945.8
72019,Munsing Lakeshore,US,MI,46.4167,-86.65,187,America/Detroit,1843798.2
72034,Frankfort / Elberta,US,MI,44.6252,-86.2008,193,America/Detroit,1653746.7
72202,Miami International Airport,US,FL,25.7833,-80.3167,4,America/New_York,924687.4
72203,Palm Beach International,US,FL,26.6833,-80.1,6,America/New_York,950836.6
72204,Melbourne International,US,FL,28.1,-80.65,10,America/New_York,1986574.9
72205,Orlando Airport,US,FL,28.41822,-81.32413,29,America/New_York,1923418.2
72206,Jacksonville International,US,FL,30.5,-81.0333,9,America/New_York,1984428.8
72207,Savannah Airport,US,GA,32.1167,-81.0333,16,America/New_York,1104066.8
72208,Charleston Airport,US,SC,32.9,-80.0333,14,America/New_York,1231784.6
72209,Ft. Stewart,US,GA,31.8833,-81.5667,14,America/New_York,1971647.9
72210,Tampa Bay Area,US,FL,27.7,-82.4,12,America/New_York,1812183.5
72211,Tampa International Airport,US,FL,27.9667,-82.5333,8,America/New_York,1801148.3
72212,Cross City Airport,US,FL,29.6333,-83.1,13,America/New_York,1770777.1
72213,Waycross / Ware County,US,GA,31.25,-82.4,46,America/New_York,1876596.4
72214,Tallahassee Airport,US,FL,30.4,-84.0167,25,America/New_York,1703150.1
72215,Peachtree City,US,GA,33.3667,-84.5667,262,America/New_York,1766755.7
72216,Albany Southwest Georgia,US,GA,31.5333,-84.2,60,America/New_York,1722294.0
72217,Middle Georgia Regional Airport,US,GA,32.6833,-83.15,108,America/New_York,1858580.3
72218,Augusta Bush Field,US,GA,33.3667,-81.9667,44,America/New_York,1988769.3
72219,Hartsfield-Jackson Atlanta,US,GA,33.65,-84.1,313,America/New_York,1819344.4
72220,Apalachicola Municipal Airport,US,FL,29.7167,-85.0167,6,America/New_York,1591522.9
72221,Valparaiso / Eglin Air Force Base,US,FL,30.4833,-86.5167,26,America/Chicago,1475829.9
72222,Pensacola / Pleasant Grove,US,FL,30.3533,-87.318,9,America/Indiana/Tell_City,1398441.8
72223,Mobile Regional Airport,US,AL,30.6833,-88.0667,66,America/Chicago,1344286.1
72225,Fort Benning,US,GA,32.3333,-84.8333,71,America/New_York,1697488.4
72226,Montgomery Dannelly Field,US,AL,32.3,-86.0667,67,America/Chicago,1589672.9
72227,Marietta / Dobbins Air Force Base,US,GA,33.9167,-84.5167,326,America/New_York,1797844.1
72228,Birmingham Airport,US,AL,33.5667,-86.75,196,America/Chicago,1597909.5
72229,Centreville,US,AL,32.9,-87.25,140,America/Chicago,1520773.3
72230,"Shelby Country Airport, Al.",US,AL,33.1667,-86.7667,178,America/Chicago,1574558.2
72231,New Orleans Airport,US,LA,30.0,-90.0833,2,America/Chicago,1136439.0
72232,Boothville,US,LA,29.3333,-89.4,0,America/Chicago,1171738.0
72233,Slidell,US,LA,30.3333,-89.8167,8,America/Chicago,1174860.8
72234,Meridian Key Field,US,MS,32.3333,-88.75,91,America/Chicago,1367545.7
72235,Jackson Airport,US,MS,32.3167,-90.0667,105,America/Chicago,1261876.9
72239,Fort Polk,US,LA,31.05,-93.1833,101,America/Chicago,1885912.8
72240,Lake Charles Regional Airport,US,LA,30.2,-93.3833,5,America/Chicago,1845784.5
72241,Southeast Texas Rgnl Airport,US,TX,30.5833,-94.1333,5,America/Chicago,1785225.8
72242,Scholes Field,US,TX,29.2667,-94.8667,2,America/Chicago,1685255.3
72243,Houston Intercontinental,US,TX,30.0,-95.3667,30,America/Chicago,1654759.2
72244,Houston / Olcott,US,TX,29.6073,-95.1587,10,America/Chicago,1664758.4
72247,Longview Gregg County Airport,US,TX,32.3833,-94.7167,111,America/Chicago,1792369.4
72248,Shreveport Regional Airport,US,LA,32.45,-93.0,79,America/Chicago,1946634.5
72249,Fort Worth,US,TX,32.8333,-97.3,196,America/Chicago,1591194.7
72250,Brownsville/South Padre Is,US,TX,25.9,-97.4231,7,America/Chicago,1403407.6
72251,Corpus Christi International,US,TX,27.7667,-97.0167,13,America/Chicago,1452928.6
72252,"Laredo, Laredo International Airport",US,TX,27.5333,-99.45,155,America/Chicago,1211893.5
72253,San Antonio International  Airport,US,TX,29.5333,-98.4667,247,America/Chicago,1352198.8
72254,Camp Mabry/Austin City Asos,US,TX,30.3167,-97.7667,201,America/Chicago,1442359.9
72255,Victoria Regional Airport,US,TX,28.8667,-96.1,35,America/Chicago,1559416.2
72256,Waco Regional Airport,US,TX,31.6,-97.05,157,America/Chicago,1555720.0
72257,"Fort Hood, Hood Aaf Ft Hood",US,TX,31.1333,-97.7,282,America/Chicago,1479180.0
72258,Dallas / Oldham,US,TX,32.8471,-96.8518,148,America/Chicago,1629343.4
72259,Dallas/Ft. Worth International  Airport,US,TX,32.9,-97.0333,184,America/Chicago,1616771.8
72260,"Stephenville, Clark Field Municipal Airport",US,TX,32.2167,-98.1833,403,America/Chicago,1486378.5
72261,Del Rio International  Airport,US,TX,29.3667,-100.9167,304,America/Chicago,1120716.0
72262,Guadalupe Pass,US,TX,31.8333,-104.8167,1663,America/Chicago,1847410.9
72263,Mathis Field,US,TX,31.35,-100.5,584,America/Chicago,1247646.1
72264,Marfa,US,TX,30.3667,-104.0167,1478,America/Chicago,1879028.3
72265,Midland International Airport,US,TX,31.9333,-102.2,875,America/Chicago,1145841.9
72266,Abilene Regional Airport,US,TX,32.4167,-99.6833,546,America/Chicago,1373327.9
72267,Lubbock International Airport,US,TX,33.6667,-101.8167,1000,America/Chicago,1294807.0
72268,Roswell Industrial Air Centr,US,NM,33.3,-104.5333,1118,America/Denver,1927795.5
72269,White Sands,US,NM,32.3833,-106.4833,1244,America/Denver,1720693.2
72270,El Paso International Airport,US,TX,31.8167,-106.3833,1206,America/Denver,1706792.7
72271,Truth Or Consequences Muni,US,NM,33.2333,-107.2667,1478,America/Denver,1692766.3
72272,Silver City / Grant,US,NM,32.6333,-108.15,1659,America/Denver,1589334.5
72273,"Fort Huachuca, Libby Aaf Ft Huachuca",US,AZ,47.6333,-110.3333,1438,America/Phoenix,1964297.6
72274,Tucson International Airport,US,AZ,32.1333,-110.95,805,America/Phoenix,1331356.8
72276,Window Rock Airport,US,AZ,35.65,-109.0667,2054,America/Shiprock,1695742.9
72278,Phoenix Sky Harbor Airport,US,AZ,33.4333,-112.05,345,America/Phoenix,1328595.2
72280,Yuma / Yuma International,US,AZ,32.65,-114.6,65,America/Phoenix,1092630.4
72281,"El Centro, Naval Air Facility",US,CA,32.8167,-115.65,-13,America/Los_Angeles,1038915.5
72282,"Las Vegas, Tonopah Range #74 Nellis Afb",US,NV,37.6167,-116.25,1756,America/Los_Angeles,1461523.2
72286,Riverside / March Air Force Base,US,CA,33.9,-117.25,469,America/Los_Angeles,1052369.0
72288,Burbank-Glendale-Pasadena,US,CA,34.2,-118.3667,236,America/Los_Angeles,1036933.1
72289,Mount Wilson,US,CA,34.2333,-118.0667,1739,America/Los_Angeles,1051398.1
72290,San Diego International Airport,US,CA,32.7333,-117.1833,5,America/Los_Angeles,944894.3
72291,San Nicolas Island,US,CA,33.2333,-119.4667,154,America/Los_Angeles,900094.2
72292,Avalon Catalina Airport,US,CA,33.4,-118.4167,488,America/Los_Angeles,953681.8
72293,MCAS Miramar,US,CA,32.8667,-117.15,146,America/Los_Angeles,958989.6
72295,Los Angeles Airport,US,CA,33.9333,-118.3833,38,America/Los_Angeles,1009075.7
72297,Long Beach Airport,US,CA,33.8167,-118.15,17,America/Los_Angeles,1006107.4
72301,Hickory / Longview,US,NC,35.7411,-81.3895,363,America/New_York,1374702.4
72302,Wilmington / The Palms Mobile Home Park,US,NC,34.2706,-77.9026,10,America/New_York,1481113.1
72303,Pope Air Force Base,US,NC,35.1667,-79.0333,61,America/New_York,1468130.7
72304,Cape Hatteras,US,NC,35.2667,-75.55,2,America/New_York,1719767.8
72305,Newport,US,NC,34.7833,-76.8833,11,America/New_York,1589935.5
72306,Raleigh-Durham International  Airport,US,NC,35.9,-78.7667,133,America/New_York,1542570.9
72307,Elizabeth City / Hickory Village - Mobile Home Park,US,NC,36.2606,-76.1746,3,America/New_York,1741857.7
72308,Norfolk International Airport,US,VA,36.9,-76.2,8,America/New_York,1786130.5
