id,name,country,region,latitude,longitude,elevation,timezone,distance
74672,Fort Campbell / Woodlawn,US,TN,36.5682,-87.4808,181,America/Chicago,1739408.1
74692,Grayfield Mobile Home Park,US,NC,35.0,-77.97,42,America/New_York,1527468.4
74693,Fort Bragg / Simmons Army Airfield,US,NC,35.1333,-78.9333,74,America/New_York,1472135.8
74694,Stoney Creek,US,NC,35.47,-77.97,41,America/New_York,1561803.3
74695,Dare County Gunnery Range,US,NC,35.6667,-75.9,3,America/New_York,1720367.9
74696,Diamond Shoals Coast Guard Station,US,NC,35.15,-75.3,1,America/New_York,1731070.1
74702,Lemoore Naval Air Station,US,CA,36.3333,-119.95,71,America/Los_Angeles,1221584.6
74724,Gila Bend U. S. Army Airfield,US,AZ,32.4333,-112.6833,262,America/Phoenix,1213880.7
74731,Tucumcari,US,NM,35.0833,-103.6167,1241,America/Denver,1298047.4
74732,Holloman Air Force Base,US,NM,32.85,-106.1,1248,America/Denver,1773774.1
74736,Dalhart / Rehm,US,TX,36.0226,-102.5473,1217,America/Chicago,1439890.5
74739,Fort Worth / Sansom Park,US,TX,32.8198,-97.3624,216,America/Chicago,1585318.0
74740,Kimble County Airport,US,TX,30.5167,-99.7667,533,America/Chicago,1270558.4
74745,Austin / Del Valle,US,TX,30.1945,-97.6699,165,America/Chicago,1447027.3
74746,Bryan / Smetana,US,TX,30.6335,-96.4836,80,America/Chicago,1570201.9
74750,"Palestine, Tx.",US,TX,31.7833,-95.7167,119,America/Chicago,1680701.2
74754,Alexandria International Airport,US,LA,31.55,-92.9333,27,America/Chicago,1923267.4
74756,Gainesville / Brittany Estates Mobile Home Park,US,FL,29.6901,-82.2718,46,America/New_York,1850632.5
74757,Gulfport / Kathy Mobile Park,US,MS,30.4073,-89.0701,9,America/Chicago,1243771.3
74759,Hattiesburg / Mars Hill,US,MS,31.2649,-89.2529,46,America/Chicago,1268486.5
74768,Greenville / Brighton,US,MS,33.4829,-90.9856,40,America/Chicago,1273261.5
74775,Tyndall Air Force Base,US,FL,30.0667,-85.5833,5,America/Chicago,1548178.0
74776,Marianna / Chipola Terrace,US,FL,30.8378,-85.1819,34,America/Chicago,1609433.6
74777,Hurlburt Field,US,FL,30.4167,-86.6833,12,America/Chicago,1458338.1
74780,"Fort Stewart Reservation, Ga",US,GA,31.9,-81.6333,27,America/New_York,1966128.1
74781,Moody Air Force Base,US,GA,30.9667,-83.2,71,America/New_York,1794823.5
74782,Jacksonville / Hatch Road Mobile Home Park,US,FL,30.3363,-81.5144,13,America/New_York,1935619.4
74783,Fort Lauderdale,US,FL,26.0726,-80.1527,3,America/New_York,941411.0
74787,Daytona Beach / Mansfield Mobile Home Park,US,FL,29.1799,-81.0581,10,America/New_York,1958314.3
74788,"Macdill Air Force Base, Fl.",US,FL,27.85,-82.5,4,America/New_York,1803452.7
74790,Shaw Air Force Base,US,SC,33.9667,-80.4833,74,America/New_York,1279922.6
74791,Myrtle Beach Air Force Base,US,SC,33.6833,-78.9333,8,America/New_York,1366047.2
74793,Gifford,US,FL,27.6561,-80.4181,44,America/New_York,936627.3
74794,"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip",US,FL,28.4667,-80.5667,3,America/New_York,1997664.5
74795,Cocoa / Patrick Air Force Base,US,FL,28.2333,-80.6,3,America/New_York,1992449.4
74796,Avon Park Gunnery Range,US,FL,27.65,-81.3333,20,America/New_York,1916784.4
74916,Pecos / Locker,US,TX,31.3824,-103.5107,797,America/Chicago,1952167.3
75BU2,Oakville Twn,CA,ON,43.51,-79.69,168,America/Toronto,1738018.2
76005,Mexicali / Islas Agrarias Grupo B,MX,BCN,32.6306,-115.2415,22,America/Tijuana,1049034.6
76040,Ejido Nueva Leon / Nuevo León,MX,BCN,32.4,-115.1833,11,America/Tijuana,1034290.5
76055,"San Felipe, B. C. N.",MX,BCN,31.0333,-114.85,440,America/Tijuana,956556.2
76061,"Puerto Penasco, Son.",MX,SON,31.3,-113.55,48,America/Hermosillo,1074028.1
76113,"Altar, Son.",MX,SON,30.7167,-111.7333,419,America/Hermosillo,1191011.5
76118,"Pilares De Nacozari, Son.",MX,SON,30.3667,-109.6833,1040,America/Hermosillo,1356260.9
76122,"Nueva Casas Grandes, Chih.",MX,CHH,30.4167,-107.9167,1467,America/Monterrey,1518504.4
76160,"Hermosillo, Son.",MX,SON,29.0667,-110.95,211,America/Hermosillo,1194600.8
76220,"Temosachic, Chih.",MX,CHH,28.95,-107.8333,1870,America/Monterrey,1485867.0
76225,"University De Chihuahua, Chihuahua, Chih.",MX,CHH,28.6333,-106.0833,1435,America/Chihuahua,1647993.2
76243,"Piedras Negras, Coah.",MX,COA,28.7,-100.5167,250,America/Monterrey,1135369.8
76253,Ciudad Obregon,MX,BCS,27.3833,-109.8167,62,America/Hermosillo,1266587.0
76256,"Empalme, Son.",MX,SON,27.9167,-110.9,11,America/Hermosillo,1169664.5
76286,Nuevo Laredo / Rancho San Juan,MX,TAM,27.4436,-99.5701,141,America/Monterrey,1198829.7
76305,"Loreto, B. C. S.",MX,BCS,26.0167,-111.35,15,America/Hermosillo,1105311.7
76311,"Choix, Sin.",MX,SIN,26.7167,-108.2833,238,America/Chihuahua,1412547.7
76323,"Hidalgo Del Parral, Chih.",MX,CHH,26.9333,-105.6667,1744,America/Monterrey,1672828.6
76342,"Monclova, Coah.",MX,COA,26.8833,-101.4167,615,America/Monterrey,1009996.8
76393,Monterrey,MX,NLE,25.8667,-100.2,512,America/Monterrey,1125722.2
76394,Monterrey Airport,MX,NLE,25.8667,-100.2333,448,America/Monterrey,1122390.6
77Z9Q,Hemmingford Four Winds,CA,QC,45.07,-73.72,61,America/Toronto,1730354.7
78061,"West End, Grand Bahama",BS,,26.7,-78.9667,2,America/Nassau,1063150.2
78062,"Freeport, Grand Bahama",BS,WB,26.55,-78.7,2,America/Nassau,1088423.8
78063,Grand Bahama / High Rock,BS,EB,26.6667,-78.3333,2,America/Nassau,1125637.4
78070,"Alice Town, Bimini",BS,BIM,25.7333,-79.3,2,America/Nassau,1026567.2
784X1,Marieville,CA,QC,45.4,-73.13,38,America/Toronto,1778760.9
7DISJ,St Nazaire,CA,QC,45.73,-72.62,69,America/Toronto,1825931.7
7DYSM,Ste Anne De La Perade,CA,QC,46.58,-72.23,16,America/Toronto,1925088.5
7FGUJ,Oshawa Wpcp,CA,ON,43.87,-78.83,84,America/Toronto,1810000.4
7J348,St Marys County Airport,US,MD,38.3154,-76.5501,43,America/New_York,1871854.4
7LKW7,Ranger,US,TX,32.4301,-98.5946,449,America/Chicago,1462990.3
7M8DL,Butler Municipal Airport,US,GA,32.567,-84.251,203,America/New_York,1757900.6
7O9W0,Louisiana Regional Airport,US,LA,30.1714,-90.9404,4,America/Chicago,1069622.2
7Q717,Sarnia,CA,ON,43.0,-82.3,181,America/Toronto,1969929.6
7QWEU,Laurel Municipal Airport,US,MT,45.70517,-108.76077,1072,America/Denver,1763049.0
7XHBS,Joliet Regional Airport,US,IL,41.51755,-88.17903,177,America/Chicago,1780412.8
7ZTNB,Massey,CA,ON,46.19,-82.02,200,America/Toronto,1915809.2
82JYP,Uxbridge West,CA,ON,44.1,-79.16,325,America/Toronto,1816199.4
86UJA,Ottawa Gatineau Airport,CA,QC,45.52,-75.56,64,America/Toronto,1747180.4
877AW,John Dunn Helistop,US,TX,29.714,-95.395,69,America/Chicago,1644939.2
89S3L,Charteris,CA,QC,45.68,-76.43,168,America/Toronto,1754982.0
8HNVP,Wiarton Airport,CA,ON,44.74,-81.11,222,America/Toronto,1799160.4
8HYAV,Lac Aux Sables,CA,QC,46.87,-72.4,160,America/Toronto,1951581.5
8IOCM,King City North,CA,ON,43.96,-79.57,361,America/Toronto,1785200.8
8K7CY,Elkhart-Morton County Airport,US,KS,37.0,-101.88333,1099,America/Chicago,1561972.8
8LWGQ,St Janvier,CA,QC,45.73,-73.88,61,America/Toronto,1797811.4
8NL5S,Rangely Airport,US,CO,40.09397,-108.76306,1608,America/Denver,1636608.9
8PJPB,Toronto East York Dustan,CA,ON,43.7,-79.34,125,America/Toronto,1771225.7
8RXA6,Ontario International Airport,US,CA,34.05316,-117.57685,287,America/Los_Angeles,1053041.0
8S0JF,Gage Airport,US,OK,36.29667,-99.76889,678,America/Chicago,1630515.2
8SDR7,La Macaza,CA,QC,46.37,-74.77,244,America/Toronto,1851391.7
8TSI8,Barrie Landfill,CA,ON,44.39,-79.74,305,America/Toronto,1818432.8
8UGV5,Coaticook,CA,QC,45.15,-71.8,259,America/Toronto,1787428.4
8WZUG,Drummond Centre,CA,ON,45.03,-76.25,145,America/Toronto,1685096.5
910RR,Pine Bluffs Municipal Airport,US,WY,41.1533,-104.1302,1570,America/Denver,1861555.2
92Z76,Jackson County Airport,US,NC,35.3159,-83.2071,870,America/New_York,1976417.1
93RHE,Wroxeter,CA,ON,43.86,-81.15,335,America/Toronto,1711094.8
9GNQU,Cobourg Stp,CA,ON,43.97,-78.18,79,America/Toronto,1849486.9
9H92X,Fergus Moe,CA,ON,43.7,-80.38,396,America/Toronto,1726301.2
9HC7K,Stirling,CA,ON,44.29,-77.55,130,America/Toronto,1908192.1
9HKU5,Auburn-Opelika Airport,US,AL,32.61667,-85.43333,236,America/Chicago,1658345.3
9K6D9,North Bay Airport,CA,ON,46.36,-79.42,370,America/Toronto,1821853.7
9M4XD,Sault Ste. Marie Airport,CA,ON,46.48,-84.52,187,America/Toronto,1884477.6
9NRIJ,Minneapolis / Blaine,US,MN,45.14258,-93.21272,278,America/Chicago,1801033.6
9U11F,Sutton,CA,QC,45.07,-72.68,244,America/Toronto,1754973.3
9VAOD,Camp Guernsey,US,WY,42.2597,-104.7283,1358,America/Denver,1957167.8
9Y709,Echo,US,MT,47.4535,-109.4163,1116,America/Denver,1949734.4
A13Z0,Walla Walla Regional Airport,US,WA,46.09462,-118.2858,367,America/Los_Angeles,1825814.0
ADBC1,Grimsby Mountain,CA,ON,43.18,-79.56,171,America/Toronto,1962819.1
ADI6G,Auteuil,CA,QC,45.65,-73.73,53,America/Toronto,1792252.6
ANZNX,Granby,CA,QC,45.38,-72.72,175,America/Toronto,1786566.2
ATA0X,Roseville,CA,ON,43.35,-80.47,328,America/Toronto,1987068.6
ATFMU,Franklin County Airport,US,GA,34.3404,-83.1308,271,America/New_York,1933069.5
AYMBW,Laurierville,CA,QC,46.33,-71.67,152,America/Toronto,1913417.0
B00EP,Belen Regional Airport,US,NM,34.64586,-106.83634,1585,America/Denver,1801986.8
B8EJC,St Come,CA,QC,46.28,-73.75,244,America/Toronto,1859507.7
BD6XM,Gilmer County Airport,US,GA,34.6301,-84.5271,453,America/New_York,1834277.0
BFY6K,Concord Buchanan Field,US,CA,37.99167,-122.05194,7,America/Los_Angeles,1384284.3
BI2NY,Ridgeville,CA,ON,43.04,-79.33,236,America/Toronto,1946439.5
BN2KA,Bay Minette Municipal Airport,US,AL,30.87033,-87.81933,75,America/Chicago,1374032.8
BOLLT,Conway - Cantrell Field,US,AR,35.0199,-92.5551,84,America/Chicago,1298871.8
BR44A,Bravo (Pine Bluffs),US,NE,41.52,-104.0,1607,America/Denver,1903292.4
BUO7P,Perryville Regional Airport,US,MO,37.86867,-89.86214,113,America/Chicago,1696677.3
BYIC0,Big Sandy Regional Airport,US,KY,37.751,-82.6367,372,America/New_York,1505139.6
C2MR9,Major Samuel B Cornelius Field Airport,US,TX,36.221,-101.1945,941,America/Chicago,1535391.2
CACQ0,Chatham / Vista-Villa Mobilehome Community,CA,NB,44.0735,-93.5529,343,America/Chicago,1681234.4
CB4KI,Lajitas International Airport,US,TX,29.27713,-103.68579,235,America/Chihuahua,1889104.1
CBNMA,Cottonwood Pass,US,CO,38.7825,-106.21806,2995,America/Denver,1550820.3
CDCYH,Yuma Auxiliary Airfield,US,AZ,32.5,-114.45,105,America/Phoenix,1091269.9
CLI1A,Portland Municipal Airport,US,TN,36.5929,-86.4769,250,America/Chicago,1809878.1
CMGB0,Granby,CA,QC,45.3728,-72.7739,86,America/Toronto,1784464.3
CMSX0,Saint-Michel-de-Napierville,CA,QC,45.1869,-73.6242,59,America/Toronto,1744922.4
CNR66,Georgetown Wwtp,CA,ON,43.64,-79.88,221,America/Toronto,1741816.9
CSWVX,St Michel Des Saints,CA,QC,46.68,-73.92,350,America/Toronto,1899386.7
CTAL0,Alexandria,CA,ON,45.3236,-74.6142,77,America/Toronto,1740244.6
CTCK0,Moose Creek,CA,ON,45.2511,-74.9628,85,America/Toronto,1726535.4
CTGT0,Guelph / University of Guelph,CA,ON,43.55,-80.2167,325,America/Toronto,1718909.0
CTWN0,Winchester,CA,ON,45.0511,-75.3367,75,America/Toronto,1698983.4
CWBA0,Témiscamingue,CA,QC,46.7167,-79.1003,181,America/Toronto,1860627.4
CWCG0,Ottawa,CA,ON,45.3833,-75.7167,79,America/Toronto,1730164.6
CWCS0,Cote St Catherine / Sainte-Catherine,CA,QC,45.4167,-73.5667,17,America/Toronto,1770720.7
CWDD0,Belle River,CA,ON,42.3,-82.7,184,America/Toronto,1965280.7
CWIG0,Ile Aux Grues / Île-Aux-Grues,CA,QC,47.0736,-70.5331,18,America/Toronto,1915945.9
CWLU0,Lauzon / Lévis,CA,QC,46.8319,-71.1586,20,America/Toronto,1979551.3
CWTT0,Lac Memphremagog / Magog,CA,QC,45.2667,-72.1667,209,America/Toronto,1789193.4
CWVE0,Valleyfield / Salaberry-de-Valleyfield,CA,QC,45.2333,-74.1,46,America/Toronto,1740036.7
CWVZ0,Ile Charron / Boucherville,CA,QC,45.5839,-73.4917,12,America/Toronto,1790204.2
CYML0,Charlevoix / La Malbaie,CA,QC,47.6,-70.2333,298,America/Toronto,1970810.5
CYMX0,Montreal / Mirabel,CA,QC,45.6667,-74.0333,82,America/Toronto,1787998.0
CYWJS,Smith Reynolds Airport,US,NC,36.13333,-80.22472,296,America/New_York,1473777.9
CZF98,Jackson Carroll Airport,US,KY,37.59139,-83.31444,421,America/New_York,1462606.1
D2HOW,St Alban,CA,QC,46.72,-72.08,76,America/Toronto,1943531.3
D454J,Monetville 2,CA,ON,46.22,-80.3,205,America/Toronto,1974422.3
D4LBV,Fortierville,CA,QC,46.48,-72.05,53,America/Toronto,1919095.2
DA6QZ,Haliburton 3,CA,ON,45.03,-78.53,330,America/Toronto,1929926.8
DBMTA,Winona-Montgomery County Airport,US,MS,33.465,-89.7302,111,America/Chicago,1361977.8
DEFS1,Belleville,CA,ON,44.15,-77.39,76,America/Toronto,1903748.0
DFSW4,Defuniak Spr Ap,US,FL,30.7311,-86.1538,88,America/Chicago,1517537.6
DJGJG,St Catharines Airport,CA,ON,43.19,-79.17,98,America/Toronto,1962665.0
DKZMO,Saint-camille-de-lellis,CA,QC,46.49,-70.21,402,America/Toronto,1972835.8
DMZ7Z,Dorchester,CA,ON,43.0,-81.03,271,America/Toronto,1953460.8
DNYFH,Windsor Airport,CA,ON,42.28,-82.96,190,America/Toronto,1955751.2
DRZBI,Logan County Airport,US,WV,37.8557,-81.9159,508,America/New_York,1545808.4
E0RVD,Bonsecours,CA,QC,45.4,-72.27,297,America/Toronto,1800306.0
E7R70,Nipissing,CA,ON,46.1,-79.52,213,America/Nipigon,1991097.7
E9DNB,St Flavien,CA,QC,46.48,-71.57,137,America/Toronto,1931730.3
ECVC9,Topeka (Forbes Field),US,KS,38.94139,-95.65056,329,America/Chicago,1556775.1
EEE27,Pa King City,CA,ON,43.96,-79.57,366,America/Toronto,1785200.8
EHISS,Rigaud,CA,QC,45.5,-74.37,46,America/Toronto,1763691.4
EM55M,St Alexis Des Monts,CA,QC,46.53,-73.15,183,America/Toronto,1898585.0
EMV1A,Aroostook,CA,NB,46.71,-67.72,80,America/Moncton,1859380.8
EPQ7D,Vercheres,CA,QC,45.77,-73.37,21,America/Toronto,1812715.2
ERRXP,Sudbury,CA,ON,46.63,-80.8,348,America/Toronto,1998417.6
F1AUY,Fayetteville Municipal Airport,US,TN,35.0597,-86.564,300,America/Chicago,1701559.7
F2UX6,Allegheny County Airport,US,PA,40.35521,-79.92144,382,America/New_York,1872619.0
F5PS0,Donalsonville Municipal Airport,US,GA,31.00697,-84.87761,45,America/New_York,1642811.4
FBWKK,Pembroke,CA,ON,45.86,-77.25,161,America/Toronto,1768719.5
FEWAG,Peterborough Airport,CA,ON,44.23,-78.36,191,America/Toronto,1864379.6
FHLNC,Wilkerson Pass,US,CO,39.05028,-105.51444,3438,America/Denver,1600389.3
FI5AP,Trois Rivieres Airport-2,CA,QC,46.35,-72.67,0,America/Toronto,1890219.1
FKUTW,Pioneer Airfield,US,AZ,31.60564,-110.4281,1433,America/Phoenix,1346349.9
FO7ZN,Strathroy-mullifarry,CA,ON,42.98,-81.64,243,America/Toronto,1958342.2
FPTDQ,Ste Christine,CA,QC,46.82,-71.92,152,America/Toronto,1958048.9
FQQAW,Anderson Municipal Airport,US,IN,40.10612,-85.60977,280,America/Indiana/Indianapolis,1659703.5
FSE8R,Auburn Municipal Airport,US,CA,38.95535,-121.08636,467,America/Los_Angeles,1496000.9
FX0DN,Farnham,CA,QC,45.3,-72.9,68,America/Toronto,1773674.9
FZIS8,Golf,US,MT,47.33,-112.1,1311,America/Denver,1929159.7
G23HB,Ormstown,CA,QC,45.12,-74.05,46,America/Toronto,1728845.7
G3CZ9,Herouxville,CA,QC,46.67,-72.6,145,America/Toronto,1925741.0
G5UBM,Ft. Polk - Peason Ridge,US,LA,31.4,-93.2833,111,America/Chicago,1886807.7
G69T8,Chalk River Aecl,CA,ON,46.05,-77.37,122,America/Toronto,1789140.4
G93KN,Tri-County Airport,US,FL,30.84389,-85.60175,26,America/Chicago,1571520.6
GBAB3,Foxtrot,US,MT,47.6,-112.3,1343,America/Denver,1959739.3
GI6A0,Golf (Sidney),US,NE,41.22,-103.1,1334,America/Denver,1904603.8
GKW3J,Alpine,US,WY,43.1846,-111.0424,1717,America/Denver,1961689.8
GM1WI,St Hippolyte,CA,QC,45.98,-74.0,366,America/Toronto,1822391.5
GTRWE,Coe Hill,CA,ON,44.92,-77.88,360,America/Toronto,1948903.1
GUUD7,Kincardine,CA,ON,44.17,-81.62,200,America/Toronto,1724334.7
GVXVM,St Catharines Brock U,CA,ON,43.12,-79.25,177,America/Toronto,1955093.1
GWZT5,Pinal Airpark,US,AZ,32.50983,-111.32533,577,America/Phoenix,1323372.7
H1GXB,Orangeville Moe,CA,ON,43.92,-80.09,412,America/Toronto,1759283.8
H3GG0,Dover Air Force Base,US,DE,39.13333,-75.46667,9,America/New_York,1538905.8
H5X3C,Lima - Judith Gap,US,MT,46.7,-109.7,1414,America/Denver,1864273.0
H8UYG,Ashland Regional Airport,US,KY,38.5545,-82.738,166,America/New_York,1580987.5
HBU78,VK 786/Petronius (Chevron),US,LA,29.229,-87.781,40,America/Chicago,1318791.6
HEBQ9,Charlie (Gering),US,NE,41.59,-103.67,1371,America/Denver,1921493.5
HNT5Y,Alaminos Canyon,US,TX,26.939,-94.689,39,America/Chicago,1675951.3
HO9OQ,Garrett County Airport,US,MD,39.5803,-79.3394,894,America/New_York,1827167.3
HUXFM,Ravenscliffe,CA,ON,45.35,-79.27,305,America/Toronto,1928851.8
HVBFV,Lebanon-Springfield Airport,US,KY,37.6352,-85.2418,264,America/New_York,1967831.8
I2X83,Millen Airport,US,GA,32.8935,-81.9654,72,America/New_York,1970564.2
I5LF7,Magog,CA,QC,45.27,-72.12,274,America/Toronto,1790819.6
I5WNC,Hartington Ihd,CA,ON,44.43,-76.69,160,America/Toronto,1962946.3
I7OTH,Philipsburg,CA,QC,45.03,-73.08,53,America/Toronto,1740754.1
I970L,Chelsea,CA,QC,45.52,-75.78,112,America/Toronto,1744381.3
IAKJ0,East Troy Municipal Airport,US,WI,42.7972,-88.3726,262,America/Chicago,1921244.8
IKTEI,Grande Anse,CA,QC,47.1,-72.93,119,America/Toronto,1964116.9
INGE8,Quincy Municipal Airport,US,FL,30.59787,-84.55743,69,America/New_York,1658897.4
IUSDX,Louisville Municipal Airport,US,GA,32.98594,-82.38481,100,America/New_York,1937350.0
IX4TJ,Drummondville,CA,QC,45.88,-72.48,82,America/Toronto,1845211.6
IXX4M,Notre Dame Des Bois,CA,QC,45.4,-71.08,503,America/Toronto,1834754.6
J35KT,Balaclava,CA,ON,44.67,-80.78,222,America/Toronto,1804364.2
J431A,Georgeville,CA,QC,45.13,-72.23,267,America/Toronto,1773218.3
J4DLP,Kingston,CA,ON,44.22,-76.6,93,America/Toronto,1949574.2
J5D8P,Big Horn County Airport,US,MT,45.74439,-107.66044,922,America/Denver,1782481.4
J6V1G,York Airport,US,PA,39.91944,-76.87694,146,America/New_York,1984820.6
J893H,Ravalli County Airport,US,MT,46.25463,-114.1246,1110,America/Denver,1944909.9
J9CKY,St Camille Wolfe,CA,QC,45.67,-71.73,268,America/Toronto,1843230.1
JF66D,Buffalo,US,SD,45.60444,-103.54639,916,America/Denver,1867305.0
JIW6L,Fort Erie,CA,ON,42.88,-78.97,180,America/Toronto,1927800.8
JJR7O,St. Mary's Hospital Heliport,US,MN,44.0206,-92.48286,355,America/Chicago,1712504.2
JJZBL,Spanish Fork Municipal Airport,US,UT,40.145,-111.6677,1380,America/Denver,1903608.6
JKMV4,Lac Megantic,CA,QC,45.6,-70.88,460,America/Toronto,1861379.2
JOVI3,Raynesford,US,MT,47.3,-110.8,1219,America/Denver,1925744.3
JPFD1,Luskville,CA,QC,45.53,-76.05,69,America/Toronto,1742329.1
JU5SQ,Shanty Bay,CA,ON,44.4,-79.63,250,America/Toronto,1823973.8
JVOIG,Riviere Des Prairies,CA,QC,45.7,-73.5,9,America/Toronto,1802431.6
JY84X,Opa Locka Airport,US,FL,25.91,-80.28306,3,America/New_York,928068.2
JY95F,Hinckley Field Of Dreams Airport,US,MN,46.02437,-92.89905,311,America/Chicago,1900821.2
K04V0,Sagauche / Saguache,US,CO,38.0993,-106.1745,2393,America/Denver,1480970.3
K08FT,Notre Dame De La Paix,CA,QC,45.8,-74.98,183,America/Toronto,1786053.7
K0F20,Bowie / Salona,US,TX,33.6017,-97.7756,335,America/Chicago,1593555.2
K0J40,Florala / Stedman,US,AL,31.0425,-86.3116,96,America/Chicago,1514925.2
K0VG0,Jonesville / Cedar Hill,US,VA,36.6541,-83.2178,430,America/New_York,1373214.0
K11R0,Brenham / Prairie Hill,US,TX,30.2197,-96.3744,97,America/Chicago,1567114.6
K12N0,Andover / Wawayanda,US,NJ,41.0086,-74.738,178,America/New_York,1755870.9
K19A0,Jefferson / Dry Pond,US,GA,34.1759,-83.5616,290,America/New_York,1889463.8
K1A50,Franklin / Malonee Mill,US,NC,35.2226,-83.4191,620,America/New_York,1954553.1
K1A60,Middlesboro / Stony Fork Junction,US,KY,36.6106,-83.7374,352,America/New_York,1348046.5
K1F00,Ardmore,US,OK,34.147,-97.1227,257,America/Chicago,1676374.6
K1M40,Haleyville / Martintown,US,AL,34.2803,-87.6004,284,America/Chicago,1574314.5
K1P10,Plymouth Municipal Airport / West Plymouth,US,NH,43.7792,-71.7537,154,America/New_York,1648260.1
K1R70,Brookhaven / Friendship,US,MS,31.6058,-90.4093,150,America/Chicago,1191759.0
K20U0,Beach,US,ND,46.9252,-103.9821,840,America/Denver,1989639.1
K20V0,Kremmling,US,CO,40.0537,-106.3689,2259,America/Denver,1680433.0
K27A0,Elbert Co Airport / Silk Mills,US,GA,34.0952,-82.8159,184,America/New_York,1947715.0
K2CB0,Camp Blanding Mil Res(Starke) / Kingsley Beach,US,FL,29.9669,-81.9832,60,America/New_York,1883542.4
K2K30,Johnson,US,KS,37.5854,-101.7323,1014,America/Chicago,1621694.6
K36U0,Heber City / Daniel,US,UT,40.4818,-111.4288,1718,America/Denver,1945926.2
K3A10,Cullman / North Vinemont,US,AL,34.2687,-86.858,295,America/Chicago,1630317.5
K3I20,Point Pleasant / Oldtown (Historical),US,WV,38.9146,-82.0986,196,America/New_York,1641595.8
K3J70,Greensboro Greene Co Rgnl Airport / Webb Trailer Park,US,GA,33.598,-83.1383,210,America/New_York,1898003.7
K3LF0,Litchfield,US,IL,39.1625,-89.6746,210,America/Chicago,1820040.5
K3T50,La Grange / Plum,US,TX,29.908,-96.95,99,America/Chicago,1504471.2
K40J0,Perry / Everetts Mobile Home Park,US,FL,30.0693,-83.5806,13,America/New_York,1735233.0
K42J0,Keystone Heights / Theressa,US,FL,29.8448,-82.0475,60,America/New_York,1874979.6
K44N0,Millbrook / Moores Mill,US,NY,41.7074,-73.738,213,America/New_York,1851655.5
K46D0,Carrington,US,ND,47.4511,-99.1513,490,America/Chicago,1945154.3
K47A0,Canton / Gober,US,GA,34.3106,-84.4239,372,America/New_York,1825617.3
K48I0,Sutton / McNutt,US,WV,38.6871,-80.6521,389,America/New_York,1681958.0
K4A60,Scottsboro / Webb Addition,US,AL,34.6887,-86.0059,198,America/Chicago,1721279.5
K4A90,Fort Payne / Wills Valley,US,AL,34.4737,-85.7214,267,America/Chicago,1730901.1
K4I30,Mount Vernon-Knox Co / Brandon,US,OH,40.3289,-82.5261,363,America/New_York,1767815.5
K4I70,Greencastle / Edgewood Lake,US,IN,39.6336,-86.8138,257,America/Indiana/Indianapolis,1586980.4
K4O40,Idabel,US,OK,33.9094,-94.8594,144,America/Chicago,1847388.7
K4R50,La Pointe,US,WI,46.7887,-90.7587,198,America/Chicago,1871071.6
K4SL0,Star Lake Johnson Ranch / Lagunitas,US,NM,35.95,-107.0833,2195,America/Denver,1860073.6
K5T60,Santa Teresa / Strauss,US,NM,31.881,-106.7048,1253,America/Denver,1680832.8
K5W80,Siler City,US,NC,35.7045,-79.504,188,America/New_York,1480810.3
K6A20,Griffin,US,GA,33.227,-84.2749,292,America/New_York,1784845.9
K6CAG,Tillsonburg North,CA,ON,42.86,-80.74,235,America/Toronto,1935173.0
K6R60,Dryden / Mofeta,US,TX,30.046,-102.2129,708,America/Chicago,1035325.9
K79J0,Andalusia / Sanford,US,AL,31.3087,-86.3938,95,America/Chicago,1518158.2
K7B4X,Markdale,CA,ON,44.27,-80.71,411,America/Toronto,1767972.6
K7L20,Linton,US,ND,46.2206,-100.2456,542,America/Chicago,1805073.1
K8A00,Albertville / White Oak,US,AL,34.2291,-86.2558,315,America/Chicago,1674849.2
K8B00,Rangeley / Loon Lake,US,ME,44.9919,-70.6646,556,America/New_York,1806866.1
K8D30,Sisseton,US,SD,45.6708,-96.9962,354,America/Chicago,1770095.5
K9L20,Edwards Afb / North Edwards,US,CA,34.9908,-117.8631,701,America/Los_Angeles,1135925.0
K9PO6,Ompah-seitz,CA,ON,45.05,-76.78,276,America/Toronto,1682293.4
KA080,Marion / Vaiden,US,AL,32.5105,-87.3847,67,America/Chicago,1489009.0
KA390,Phoenix / Bon,US,AZ,32.9908,-111.9185,396,America/Phoenix,1308284.7
KAAO0,Wichita / Minneha,US,KS,37.7476,-97.2211,433,America/Chicago,1906216.2
KAAS0,Taylor County / Arista,US,KY,37.3583,-85.3094,281,America/New_York,1944022.7
KAAT0,Alturas / Juniper,US,CA,41.483,-120.5654,1334,America/Los_Angeles,1780005.6
KABH0,Ellicott / Truckton,US,CO,38.75,-104.3,1840,America/Denver,1613167.3
KACB0,Bellaire,US,MI,44.9886,-85.1984,190,America/Detroit,1710711.4
KACJ0,Americus / Arles,US,GA,32.1108,-84.1888,143,America/New_York,1744847.1
KACP0,Oakdale / Ward,US,LA,30.7505,-92.6885,33,America/Chicago,1923946.5
KACQ0,Waseca / Vista-Villa Mobilehome Community,US,MN,44.0735,-93.5529,344,America/Chicago,1681234.4
KADC0,Wadena / West Wind Estates,US,MN,46.4503,-95.211,417,America/Chicago,1886506.9
KADF0,Arkadelphia,US,AR,34.0998,-93.0661,56,America/Chicago,1189627.9
