source,target,weight
329,1493,41.233413671589965
329,1917,46.88070888072776
329,2048,32.13612418789554
330,1720,19.669789458258425
330,1839,34.00645813791327
330,1930,18.937058487349862
330,2633,37.856143687506204
331,656,9.073340703887254
331,657,8.376284555384538
331,1832,54.94627236501928
331,1840,45.12872959171615
332,1844,46.25110800214977
332,2592,12.876525490336151
332,2716,43.457756959937704
333,905,45.931555800457275
333,1838,56.542882680471024
333,1937,69.61644985314338
334,1034,25.498349747483946
334,1991,37.39767292931275
334,2034,18.89011525176683
334,2446,51.040719344458125
335,1477,48.14939469045631
335,1785,58.003442415990065
335,2465,40.877683779408024
335,2536,23.960303345928416
336,775,34.70155325967355
336,1795,13.242101374711794
336,2053,0.37487067722922257
336,2328,62.75412051052235
336,2344,34.19311374618371
336,2597,11.924385179745759
337,338,85.21064045075097
337,775,55.76630832006251
337,1152,70.3380467683062
338,1714,70.73554787778602
338,2203,63.69685219254849
339,1054,30.367297773479656
339,1110,62.45498344739871
339,1432,50.69964584636934
339,1459,53.39346490561004
340,1110,68.65784283227222
340,1432,82.44479690318683
340,2441,16.802746426847207
341,1459,48.85916676928499
341,1565,10.34911643194759
341,2215,59.73716354550143
342,346,69.10180712773133
342,1242,13.645414504150466
342,1409,62.07725857811975
343,1038,8.5179444689989
343,1393,47.205758174893475
343,1409,40.82485031820999
343,1551,42.7378833613203
343,2596,96.34942093509511
344,345,19.91446184382231
344,348,23.48172886783292
344,1180,46.49395682513999
344,1601,25.571957232586982
344,2169,16.735634030672507
344,2184,23.057670965931337
345,348,23.047703823460335
345,2169,27.227504663060127
345,2314,40.475029706655846
346,1180,67.93532142585043
346,1299,42.7776296980766
346,1409,59.42477594059485
347,654,51.39531579448384
347,1476,38.055488121023465
347,1545,50.14069508864199
347,2067,23.824338429380973
347,2234,19.83031921390871
348,2166,60.05205927276556
348,2169,39.56945654393647
349,667,71.97575498167242
349,1303,121.47902617732055
349,2320,115.78416179026958
350,769,70.2031813698529
350,2703,114.33468714040129
351,1072,61.27506936622721
351,1303,76.12973951401764
351,1598,68.14044736900787
352,932,1.6534262353095568
352,1080,30.282617238305246
352,1798,51.445999042036476
352,2556,36.23993422712724
353,769,48.179175896965496
353,963,21.68537699326681
353,2530,15.861590433453852
354,426,86.66768547030183
354,1216,64.3445741676807
354,2299,94.67901904359735
354,2681,60.220958526030614
355,360,82.71617005326634
355,1574,84.8561961205863
355,1651,57.83899719522791
356,359,115.50700719118007
356,1058,105.71470952850254
356,1735,96.43847721756035
357,1430,87.4883856596911
357,2277,99.82180237641533
357,2417,84.7964986711573
358,1198,35.21664489650073
358,1430,16.92254628330875
358,2142,84.63667787165126
358,2277,42.854206237365496
359,1198,82.9887285551341
359,2568,11.807148569633606
360,1574,32.53384621091816
360,1651,43.72217035707649
361,362,35.68377407170552
361,943,8.899413011993891
361,1532,44.222292759233554
361,1882,27.751528905784348
361,2500,35.02750039266555
362,1532,38.51303291381304
362,2500,17.22557086526308
363,2500,45.52105967689818
363,2575,49.724035083551904
364,1278,38.60448435984322
364,2157,66.31544339153623
364,2575,64.60579642025986
365,367,35.246817520394174
365,650,53.182107222445936
366,1127,41.03901704846603
366,1584,19.928865648415314
366,1801,24.732236459416207
366,2462,12.303549816103219
367,650,33.191511772282624
367,2462,88.5556865296786
368,438,136.2053573140899
368,1404,10.844041268644485
368,1576,52.489106766326714
368,1841,41.948022667178115
369,2141,59.33776140854333
369,2261,73.9901352282299
370,1195,10.979314025231615
370,2073,12.521619764505093
371,1688,29.38213608139077
371,2355,41.211943855136006
371,2622,63.193438947865936
372,373,22.333403321415272
372,1688,46.5488965485111
372,1740,43.08820556985042
372,2622,10.704568084192477
373,1740,26.51686891145732
373,2261,40.77957465236246
373,2622,25.94511237863282
374,377,45.399794118431835
374,646,37.18059185641753
374,1481,40.839244823496635
374,2069,33.79104627920834
375,461,8.003809104813143
375,880,31.958388656357112
375,1787,40.56037922282941
375,1946,31.46938524603197
376,1405,22.085866837647178
376,2019,23.838766085354106
376,2152,40.67415344110371
376,2497,16.832857709141525
377,1868,41.029561215475695
377,2376,48.14060640139422
378,1558,24.233713123968055
378,1726,18.578681880748146
378,2658,33.37510757352127
379,724,42.213227801102036
379,1173,26.796210005905262
379,2630,35.13971040635224
380,645,16.30310943349675
380,1176,17.410263719177568
380,2658,19.72088366905008
381,610,38.39405961027866
381,1281,14.177849241819647
381,1434,11.172105289024527
381,1941,29.174802786849877
381,1973,26.719771358076457
381,2489,37.14943112832713
382,384,66.08723445711709
382,644,33.3891339474056
382,1890,54.27192059323745
383,392,38.142182924431864
383,1788,30.244241095257998
383,2047,32.73910194601295
383,2129,30.540478711263386
383,2452,34.130287297028566
384,644,34.93586193993434
384,1098,23.626658122088543
384,1890,11.945229754769446
384,2503,23.498737744761453
385,386,67.80137335597921
385,1458,67.53767408383528
385,2685,25.355218811864553
386,1057,40.877636797058244
386,1604,71.53767401919961
386,1817,71.28192081149534
386,2148,66.10322022007588
387,389,75.89481476710071
387,1096,56.63556138665051
387,1817,63.32174559478906
388,778,31.587636019414326
388,1785,55.14301625475035
388,2091,9.767452693848986
389,817,63.18564965697956
389,915,74.7456828201298
390,391,63.199864509440566
390,1802,64.67970358022538
391,924,72.86550618106146
391,1185,56.36358197993424
391,2488,38.892280485889266
392,1929,40.04734586199464
392,2047,34.69027030123908
393,1717,17.9844765755198
393,1847,16.09885854372141
393,2411,75.66659430619328
393,2466,67.20038421604605
394,927,54.76937871242659
394,1085,53.18895586428506
394,1916,51.424539959595215
395,1548,37.056348512761694
395,1635,25.01295134746114
395,1637,39.53875677020928
395,1730,45.22857736889246
395,1806,22.221173696590512
396,1304,52.81433135287195
396,1418,31.474835231410392
396,1632,50.55512315671119
396,1669,54.397131911656814
396,2595,26.632172083409912
397,398,37.551539517224654
397,1116,45.85708579717561
397,1718,20.253113520558777
397,2684,57.79646171904247
398,1116,42.10080977303534
398,1718,55.475125983559245
398,2684,24.076171761797458
399,858,26.533399784853792
399,1633,68.39441921832592
399,2123,58.677296451592554
400,1628,34.00253863820854
400,1629,38.05141775500726
400,1636,37.70534267759486
401,1276,32.99927607847058
401,1692,35.149322758328346
401,2048,0.0
401,2204,42.59056325372632
402,1160,40.342360447430025
402,2480,35.178232070349864
402,2532,14.807809561786963
403,643,16.04436695059893
403,1628,30.143269407466647
403,2284,32.80981965394017
403,2460,43.190505891440324
404,1233,52.01330291671069
404,1347,28.415411065846552
404,1736,59.91282243598048
404,2064,45.90042142397821
405,1363,17.97785020325534
405,1440,43.29524926251253
405,1951,35.367827810715525
405,2467,44.015064828960035
406,989,15.595030915147998
406,1213,22.613432435389825
406,2276,39.746047945171945
407,1167,55.35959505379138
407,1182,40.22141726764873
407,1837,35.127962633626154
408,410,53.99242910593686
408,1101,63.396830258687686
408,1484,36.57035115797862
408,1566,43.869391815078984
408,1664,67.12997261325752
409,928,46.93484985951025
409,2143,41.561483860908574
409,2226,56.68926211856275
410,1386,19.788889347225243
410,1484,30.557524608420906
410,1566,10.207432412418477
410,1928,23.472254776961936
411,622,45.11646384118357
411,1656,48.472633247322946
411,2367,45.652467967398195
412,642,44.153725743898804
412,1459,67.19693217373357
412,1747,57.97960484306135
413,417,17.69788335999278
413,424,38.46209529373369
413,1891,38.87375440126252
414,979,68.33061130648636
414,1544,82.488522625761
414,1696,61.61108071610691
415,1546,32.235353533947
415,1634,33.61417289601631
415,2138,49.06309522135953
416,1696,25.619929962449024
416,1963,51.202821229079866
416,2459,42.848378685049695
417,1510,36.4301880117154
417,1891,22.700165330768645
418,424,33.60149187806891
418,1528,28.62042517081369
418,1818,34.61004776384384
418,2025,13.35517789833234
418,2066,45.20514840438206
419,489,62.152352889772224
419,1161,43.525367039405474
419,1391,17.071949094699917
419,1510,52.03368045384416
420,947,15.208515025416371
420,1066,11.266276369451255
420,1367,28.416907545635283
420,1383,47.90561007127505
420,2501,53.813120069963965
420,2579,44.32168582570777
421,422,74.39909041536299
421,640,34.513852905867566
421,1473,68.56348732985063
421,1794,49.31157490229567
422,640,49.58104161922081
422,1031,57.71052237629463
423,425,95.33225277307895
423,1360,93.60561267487705
423,1877,12.210785033357025
423,1967,90.13016077798362
424,821,46.817772607304946
424,1818,9.479319135880635
425,1575,67.18828448981716
425,1967,93.58338945209299
426,894,78.84331999925855
426,2696,62.21617792000673
427,428,90.37786344876007
427,950,103.92901219051402
427,1741,71.93020604129775
428,431,51.82364873532767
428,950,54.73413487861516
428,2710,69.8491974444784
429,1150,56.54926578789374
429,1680,52.22755989781167
429,2017,81.27877810215524
429,2351,44.619109547935324
430,431,13.681532503986144
430,638,18.790965188773367
430,950,36.87257940848213
430,1433,19.163006622096166
431,638,29.970256932300043
431,950,40.865935021710754
432,510,19.43487318462224
432,999,23.75348170970712
432,1084,25.536007079515162
432,1089,13.379383430422324
432,1453,27.652021333553108
433,620,100.21476104090651
433,886,97.89053037312269
433,1609,133.34858406885385
433,2426,71.28447369737827
434,1158,81.03599565280498
434,2423,36.60091193818589
434,2424,84.41239967872981
435,983,56.01100377134219
435,1139,32.197796896888484
435,1206,113.70461389953734
435,2200,81.97691853099056
436,443,104.78538779323341
436,2083,10.271355108076037
436,2388,103.19212963776046
437,611,94.67558472775187
437,2421,8.361267547522983
438,442,136.45996771551725
438,1605,133.03921582853096
438,1906,50.53597060185975
439,1854,10.233851537326553
439,1919,44.72042226700208
439,1994,48.1667823756411
440,636,10.411108412597832
440,1000,33.921732415817516
440,1307,25.446253753346475
440,1336,23.288701671279906
441,1852,20.54163092629087
441,1881,18.67403233252867
441,2307,23.11600034740811
442,1605,145.37070656320617
443,523,173.88777409331098
443,2083,98.91879843133857
444,1158,125.333105889476
444,1312,108.84717216222894
444,2289,99.36914042617431
445,525,120.70465623421578
445,1247,32.49034458776402
445,1986,91.99713989114193
445,2229,22.60774157350881
445,2401,36.82792929176528
446,530,22.831235839316754
446,633,8.305586513239655
446,2550,1.065547282356065
447,1144,35.36337464743474
447,1215,58.09984999333934
447,1919,39.12401410388052
447,2614,29.764457059145716
448,449,16.171364984497416
448,526,11.72904540184468
448,634,10.42158391245176
449,634,19.040209474347098
449,2326,15.57269226604957
450,528,51.65502553470041
450,529,86.27060213246686
450,589,38.527305056288114
450,2007,75.4530715564191
451,473,0.4557177265492087
451,1358,55.80715530513334
451,1526,63.109973641767205
451,2031,64.77887952275566
451,2098,55.106488170964624
451,2548,49.59295368129947
452,1164,23.409356294476435
452,1711,13.685740703466285
452,1755,9.623189835409711
452,1911,24.419821687721253
452,2003,19.989621138192327
453,625,18.822805492475204
453,1445,39.69983183220631
453,1590,35.12018751978397
453,1711,13.902693237290913
453,2003,7.510752297239225
453,2372,17.137998258179618
454,1310,36.998452428321436
454,1610,23.274442643397034
454,1613,44.38287610906524
454,2070,34.68206055180654
455,1441,39.78119480393571
455,1445,27.395169548825347
455,1613,19.85677116561533
456,630,45.729510460304375
456,1616,19.74744457783673
456,1952,29.709809211909363
456,2174,33.744928081734294
457,2049,15.246790879408417
457,2283,21.397614851671726
457,2448,25.655315121349823
458,627,32.13681926882096
458,1047,25.094284499590685
458,1563,22.04059482222822
458,1655,46.69203248789394
459,626,25.77782925994808
459,628,18.59715526130892
459,1129,25.54297004387237
459,2006,25.054409517325155
459,2065,23.43094779473355
460,1041,40.2561404368368
460,1424,33.298797103616465
460,2051,47.775078527441956
461,880,33.169001561812244
461,1946,34.033511982037425
462,1423,32.888522634034985
462,2233,45.09054366395474
462,2443,20.439761514600786
463,608,40.169555066462145
463,900,45.39291682013121
463,1923,33.993212094625235
463,1939,46.78529134191294
464,1624,82.57778798268298
464,1971,66.49059698658331
464,2273,47.88328330097794
465,1939,62.71508906428272
465,2461,79.08197614662583
466,593,82.11808920597458
466,939,48.115130258368204
466,1845,116.63417822665261
466,2520,91.79807578715962
467,1624,59.20364725335651
467,2437,24.568083041994086
467,2514,9.433554002759434
467,2694,31.678116540312224
468,619,38.60984295479493
468,624,29.797632097501268
468,1006,6.698788287178323
468,2657,18.526072644045183
469,623,40.62049031273159
469,1470,34.96199212485534
469,2429,58.274988798642404
470,829,18.81694372092983
470,966,42.967423747602
470,1119,34.041235557253806
470,2114,36.31816097658619
470,2618,60.08384003475071
471,987,13.507063570016019
471,1085,37.12525884204783
471,2104,49.71334650217968
471,2134,36.630128991298236
472,2002,69.69512252322644
472,2231,57.325406829896174
472,2264,60.183947805242376
472,2657,57.789083782401434
473,1358,55.57996445987038
473,2098,54.89145094434724
473,2548,49.6991079017587
474,1090,19.070443568977474
474,1174,35.41799081238447
474,1784,49.640510503087874
474,1792,28.36102983786184
475,1492,56.32331184554298
475,2134,49.11268774373575
475,2430,32.76713027534577
476,1492,50.86037263862423
476,1627,54.29320764344951
477,884,20.168772396068704
477,1526,47.13659599531554
477,1631,42.49850174067737
477,1641,25.959671862035428
478,1526,40.619774015599
478,2267,47.5609207639441
478,2548,37.16819720063044
479,483,26.17289306420993
479,1177,29.23337130852758
479,1290,28.70275185440152
479,2172,14.620504673130293
479,2573,15.267320697119409
480,1102,67.78987738335343
480,1197,31.007699715948355
480,1289,48.3626218330419
481,622,64.79850305155927
481,1102,68.2070273476137
482,1529,34.25817645615336
482,1569,39.18224470685415
482,2471,38.65771142561763
483,1177,15.50753407061503
483,1540,33.594024424969085
483,1652,33.14301609876003
483,1790,34.72395076720089
484,1067,48.54767469414992
484,1143,37.26358706132817
484,1349,26.236920315067856
484,1869,41.88526242351853
484,2137,37.503987428338476
485,957,39.11086693249176
485,1301,20.770872551736232
485,2371,26.51514288706251
485,2445,27.371204858335624
486,816,6.148367158545286
486,2043,19.996125565877882
486,2517,12.197538768729334
486,2554,16.57467912335207
487,543,130.98754491026924
487,586,106.82240616739213
487,587,56.20098683737419
488,1442,29.778153983874095
488,2212,43.091832651878974
488,2373,27.49942258172533
488,2527,42.53661078373186
489,1161,48.86956428646699
489,1819,45.42007905819999
490,1366,44.11727896051809
490,1452,21.853938510483935
490,1925,37.16915984150034
490,1926,49.48535007755363
490,2603,60.53991108492516
491,1274,43.99485856421033
491,1412,40.020640358807974
491,1716,46.96945908078228
491,2219,34.18383679652589
492,621,50.67394634772686
492,1243,49.695861190120866
492,2325,43.14226343362282
492,2603,67.24423956509675
493,1670,30.487101839764122
493,1962,58.69163637456804
493,2481,45.2285344055547
494,992,51.082241484250346
494,1640,53.58319662842917
494,1659,18.96615649265925
494,2074,51.97407317989408
495,1342,43.46347495193004
495,1412,40.85435939317489
495,2161,46.580793090768424
495,2282,39.86140454191956
496,1653,14.224417127605786
496,2036,16.38473055325175
496,2481,37.002049670286034
497,1035,59.14399909499762
497,1146,40.74571811319989
497,1328,28.68669891691986
498,501,12.245331294994713
498,502,20.382030053947254
498,1117,21.61563575213823
498,1148,12.613392562912654
498,1901,21.183920821421918
499,506,63.2632754925443
499,972,47.48361904491921
499,1079,59.16247643576647
500,1028,15.349263176353565
500,1603,46.51026815997069
500,1727,44.8654244086645
501,1117,9.375053369657405
501,1148,24.593098602284737
501,1901,20.593486986539723
501,2398,46.115321344635525
502,967,56.91841583201617
502,1148,19.850921390743558
502,1901,19.840934182394935
502,2126,18.77093122711145
503,503,0.0
503,805,23.156798461123337
503,1211,0.0
503,1630,59.34715223420604
504,1125,58.8224771005545
504,1751,46.99902935341987
504,2725,59.87794760787041
505,1189,55.97299392064996
505,1751,78.26224009171203
505,1796,45.42755386437033
505,2050,67.50342829268662
506,972,20.8395712146152
506,1117,24.113979144319273
506,1413,19.51285782408242
507,848,16.537586928837023
507,2724,11.004969466926475
508,1249,62.01323465898075
508,1824,83.1424125930816
508,2020,92.39747886511346
508,2378,94.41241839914781
509,1414,5.925752881416237
509,1734,48.62538827781475
509,2457,50.51627922501099
509,2537,75.30233022376929
510,1089,19.732502540131048
510,1453,13.911729536044456
511,776,50.88467779288699
511,860,31.31120785906743
511,973,69.02318353246167
511,2395,50.71393871330589
512,564,81.7486206284152
512,996,55.608118768452385
512,1644,81.78622076882837
512,1879,100.23172653677501
513,514,89.01651227190087
513,760,80.56090996365758
513,1324,90.80752443794407
514,570,135.78861633998733
514,2604,130.62205936085115
515,1309,59.7908949509931
515,1338,59.145437859947684
515,1556,25.37123072133526
515,2262,55.01618939454099
516,518,46.524573423224204
516,2412,37.53392316829149
516,2422,18.34715146285708
517,1359,127.54727093725677
517,1403,115.2532442397473
517,1462,104.28316897238822
518,1100,39.36857303388799
519,573,36.11865713664571
519,1462,33.60804546215012
519,2127,87.94192153355966
519,2662,82.88290332096058
520,849,53.055379262132845
520,1273,32.596464151396965
520,1298,84.63340588358683
520,2082,107.91574799778631
520,2237,89.39471105387467
521,1645,79.03042733915215
521,1900,86.8005809495754
521,2427,88.28406989616805
522,524,113.04765008876186
522,1986,73.01734021882947
522,2229,120.34491148697322
523,611,112.39458488179045
523,2412,142.5245760299533
524,1048,84.85789584263836
524,2388,167.30827593305244
525,949,123.12766941156342
525,2007,57.60933862026089
525,2229,98.51096780164345
526,634,22.02736033915259
526,1811,26.801668741784102
526,2087,22.002283939033827
526,2326,19.844310022294945
527,1136,91.22825371680177
527,1697,32.89636736698227
527,2340,75.51770347285398
527,2413,53.45853176418508
528,529,39.020471396787975
528,2007,86.91261275841849
528,2540,129.65843750517953
529,2540,90.66148820690468
530,1237,31.01534049495384
530,2550,23.073990288396853
531,537,36.27570754158402
531,538,30.73739560002973
531,906,48.648680664034856
531,1573,23.432216439414496
532,618,44.87441593222064
532,1262,47.57314069238495
532,1752,43.83896052494032
533,616,29.335339362702037
533,1683,48.36037455371436
533,1760,45.91893700880493
533,2280,54.388062809568545
534,1075,54.257860639650715
534,1904,94.11216248342946
534,2507,73.61571079174703
534,2562,85.14729414206927
535,906,47.41436049256686
535,2231,53.07824884473452
535,2478,35.80963235157293
536,799,37.164409263923346
536,877,21.998727137891333
536,1157,42.97180359340365
536,1341,5.456367574932318
537,539,41.77881438886045
537,1573,22.455669996061836
537,1689,42.11271422910855
538,1157,16.94642054016588
538,1573,37.91440880574972
538,1924,49.46321030173105
539,941,53.25756427148282
539,1573,48.25936579096485
540,1950,43.174795584992246
540,2089,32.47622170464585
540,2118,38.504997662726076
541,1904,70.48871470163918
541,2252,88.85589116219556
542,2089,64.6806685817268
542,2118,62.862213029925094
542,2153,68.57635733540363
543,557,70.85188290762683
543,586,25.133616752182835
543,587,124.55758157103763
543,1665,81.08189780966309
544,951,38.739650043266614
544,1496,10.823967583342943
544,1509,26.304100142294384
545,546,66.22931184731056
545,1082,50.68368972414879
545,2527,37.63986799084646
546,1082,48.229374228009526
546,1419,35.92992968163822
547,1259,18.914663353613864
547,2154,43.32925631643927
547,2728,45.06653044085393
548,1145,60.42166556181682
548,1509,37.05732148788929
548,2522,40.47696936198226
549,2056,71.56061419663493
549,2176,40.83956897349541
550,870,41.99348208667152
550,1954,20.254258380955676
550,2178,22.777173273707017
550,2433,28.697131250225848
551,1140,41.83385268833785
551,1716,57.09018282334189
551,2240,24.14903609196711
551,2442,41.285598507319094
552,1372,45.64674737559233
552,1429,51.26561014702031
552,1945,41.086940537700116
553,1015,8.219616354669185
553,1059,51.60834268619033
553,1199,41.85511956377309
553,2039,42.53892147914868
553,2525,44.143361855410774
554,885,13.480099730605984
554,1029,43.64229134161051
554,1425,35.74316097683992
554,2392,29.6008646625132
555,1025,39.590701813702374
555,1390,47.77634501368283
555,1945,53.398952391986626
555,2013,46.92687079478152
556,975,47.83099106516531
556,1241,16.829711695432334
556,2222,31.053475245942916
556,2334,43.07019614153178
557,1665,84.19105564161093
557,2672,41.109260771012416
557,2726,69.36641624203668
558,1371,42.23202996269061
558,1889,55.33966394633187
558,2300,63.74421180149756
558,2324,4.2842974754116225
559,1829,43.024498694457414
559,1860,55.17852884411937
559,2140,57.28495939220171
559,2529,90.25803566282698
560,561,100.30936245072193
560,1876,88.29362202221962
560,2040,67.5849608701854
560,2529,94.80039950154881
561,564,59.576583162203946
561,1644,59.52804605473355
561,2113,103.3798539057562
562,1026,103.74196168871127
562,1860,100.1739923444073
562,1876,69.4265005490573
563,1168,46.28263697626701
563,1823,50.02688285876692
563,1870,35.02108473337699
563,2130,35.20211561930154
564,996,90.35064420419509
564,1644,1.0597642504840745
565,1406,32.50601873516808
565,2287,1.7192828208077044
565,2337,7.593595030017488
565,2654,21.359391561803466
566,1531,104.37489142621972
566,2552,84.5360189937281
566,2670,66.27260488373115
567,1234,57.528850242890385
567,2107,115.95517840170525
567,2321,75.7131563967209
567,2576,11.814565431616554
568,1135,93.31328237392071
568,1330,110.25262427851146
568,2491,86.0905636632788
569,1135,47.06067095420586
569,2425,117.70676978124902
570,1309,88.83559435847471
570,2253,50.786696223565606
570,2604,62.06093435205575
571,2135,42.78468852275868
571,2425,62.978349193881314
572,969,70.28233791169521
572,1359,92.43099094763538
572,2127,33.53633238238616
573,1462,66.93159569364948
573,2662,47.81366137997167
573,2721,72.09682940363402
574,729,20.521709420583537
574,879,69.4504861475689
574,2425,100.96200864021358
575,1377,33.470004194210894
575,1842,23.40237161795715
575,1947,65.08530357151518
575,2041,80.31455341169973
576,1474,89.2898852742377
576,2041,162.27154945526047
576,2193,142.81057643057304
577,594,105.15472005671425
577,881,127.15459689770103
577,1776,71.8250625420913
578,603,47.48418333449552
578,1595,38.84102726598581
578,2147,23.071126236623165
578,2205,16.59997639318008
578,2709,82.72796860705805
579,1063,18.160150583800792
579,2191,0.022238985328429384
579,2248,48.47061151708417
579,2250,46.29221734687118
579,2251,19.945322165429104
580,582,84.67006894670864
580,583,65.50386205940711
580,825,65.89102971057129
580,1904,86.34673405542165
581,814,54.42588398473927
581,2718,55.45176695932578
582,583,20.550215959526728
582,825,28.528441451162543
583,825,25.341695797342265
584,757,13.02162066627026
584,1183,27.516259677719393
584,1293,70.35759327994401
585,1013,55.61775404473218
585,1255,48.59216896036567
585,2090,25.222173771598875
586,587,99.98838595051383
586,1665,90.60301098971993
588,1208,26.335917317057344
588,1317,18.099585920972157
588,1379,69.16277559471817
588,1572,77.47935026095624
588,2343,18.474975158691322
588,2414,43.094118407309594
589,632,60.85467075332451
589,1966,44.60809242923756
590,1294,71.78226665449274
590,1705,15.617852977085159
591,1449,63.900207289731355
591,2116,67.4708896796998
591,2523,43.62869293401844
592,1111,83.08524979312423
592,1257,71.69403803540551
592,2270,145.76060003877103
593,939,73.52079359790429
593,2520,11.127261059784253
594,597,77.88733065705803
594,1351,70.7490191015215
594,2675,36.758943508685476
595,597,82.52965896054599
595,598,106.03028814681798
595,841,81.80010220015983
596,881,73.64282354086448
596,1903,132.41837873199552
596,2084,143.11254896216624
597,2675,49.03167913508086
598,599,0.0
598,888,47.6675421534275
598,1485,15.322100843084355
598,2663,33.95481470023869
599,599,0.0
599,841,56.04466665076046
599,888,47.6675421534275
599,1485,15.322100843084355
599,2663,33.95481470023869
600,1357,51.85057198238941
600,1407,12.64249931706838
601,606,52.46311190676493
601,1357,47.845214280687124
601,1955,69.74736182052838
602,762,102.19826733688019
602,1491,83.41582187544337
602,2084,111.96583682566866
602,2160,42.539990922097026
603,1955,74.4996529159772
603,2205,36.833797961950374
604,2160,102.19705786037865
604,2279,17.410530989567622
604,2297,9.183858796876356
605,762,7.740939171058152
605,1863,57.67574559255064
605,2147,65.76760919853452
606,1357,82.51425339835814
606,1955,18.580571064153823
607,1069,8.963901445082005
607,2122,38.548858231363994
607,2213,8.977650507514987
608,900,23.467069834878256
608,1871,45.47691456152561
608,1939,57.65077996304639
609,914,42.21096077722608
609,940,53.85235216741416
609,1196,42.21096077722608
609,1265,29.18348935756976
609,1859,29.880346281117713
610,1281,24.476030369890115
610,1284,39.68007067932795
610,1941,23.413057759065964
611,2412,69.94336940849641
611,2421,97.38056986355743
611,2422,94.2203228546065
612,1077,124.90781086741379
612,1480,113.42280876045697
612,1695,128.5239935821636
613,1005,55.6081338772551
613,1392,41.23760332266265
613,1537,36.30027637606282
614,929,45.15273955073008
614,1865,57.993737616259814
614,2416,76.32982520622781
615,1012,23.947941905155957
615,2722,59.100795555284265
616,1683,43.573275456091984
616,1689,56.80594675492674
616,1760,16.728633066725447
617,1027,72.70832320373364
617,1075,84.88317057557711
617,1683,49.52988325974277
617,2562,18.532858423848918
618,1041,24.60311300909351
618,1424,31.824759404401537
618,1820,33.12857640438682
619,1006,32.001662492320506
619,2657,52.71892657842471
620,2426,35.830215154671535
620,2458,43.05634250854182
621,1243,31.83414205385562
621,1948,54.5867960136651
622,1102,50.553503515839836
622,1267,52.862483751436365
623,2429,17.679759905326353
623,2461,32.38952586772689
624,1006,36.16519325051671
624,1337,48.68140717670413
624,2657,31.4133928604169
625,1445,31.62785797381951
625,1711,21.786192329229255
625,2003,23.526087160552095
626,1041,26.985288384412193
626,1129,34.06078892448843
626,1820,31.382421235711643
627,1047,15.740911166309816
627,2051,45.79849564300712
628,2006,16.833277998980158
628,2065,5.4695779547946
629,630,46.64694097402977
629,1616,49.781126534514385
629,1952,48.80829094087895
630,1616,26.058665104401257
631,1631,42.32515364383716
631,1703,38.58257370679086
632,839,21.91574900874174
632,1507,37.84184971244794
632,1768,10.215765819106851
632,1966,23.137819211204942
633,2550,8.923654930369237
634,772,32.812758951203506
635,2087,6.525593483779833
635,2198,23.20171930494741
635,2294,13.254807267128895
635,2326,19.65572135938252
636,772,31.855279198423993
636,1000,29.488077833196098
637,1436,62.84092457064237
637,2374,84.20822581584095
637,2681,68.015342819161
638,833,60.99971556414061
638,1433,21.467709044340136
638,1913,31.98891092566272
639,950,70.79669074344424
639,1433,79.61463358077347
639,1771,10.589811976549946
640,1794,63.76657680962831
641,1383,80.18707673130541
641,1608,65.20786619235604
641,1828,50.46850638302
642,1544,50.8553264136885
642,1747,15.222539422624278
643,1628,16.581510905933087
643,2284,17.930356026406933
644,1890,24.27941656260689
645,1176,19.268928008497507
645,1434,30.888182957177143
646,1481,46.12184415901428
646,2069,4.369245316312096
647,1399,23.592921523744955
647,2105,13.784482476588789
648,651,74.1523984149433
648,1002,94.30361324215887
648,1260,50.212314557888064
649,651,52.241199354621315
649,943,78.41081892923037
649,1687,12.013602025848481
650,2462,59.19031709960233
651,943,49.688583861549866
651,1687,56.458078100339726
652,665,88.69653408325607
652,1238,67.59922779611448
652,1239,44.82604479054371
653,744,27.216236237350756
653,1031,84.5117764158354
653,1568,99.6220753210885
654,1126,49.570441178979706
654,2067,35.402839063364155
655,1091,12.49690618419919
655,2128,33.15056082043106
656,657,11.08593716427472
656,1836,69.30272998302694
656,1840,53.67667900123229
657,1832,49.17172282526401
658,1230,36.14685656662832
658,1516,37.74922889506009
658,2009,37.757677798868144
659,1401,16.52073954945114
659,1596,32.97175898371337
659,2317,42.98912872020395
660,1516,14.547026043593913
660,1676,36.18431180302083
660,1709,38.85350261474994
660,2235,43.5302130415183
661,1415,44.188173867018655
661,1757,12.678753307555198
661,1927,33.574700712046834
662,1602,30.311220567387483
662,1757,75.0642048726494
663,1404,45.83367150058178
663,1576,28.932624628424648
663,2464,49.93427354649388
664,698,150.26245840149244
664,946,94.67189102122036
664,1533,50.62081920901764
664,2079,16.854428880943367
665,1238,88.13001618759584
665,1239,82.39943276497844
665,2350,94.86387833718909
665,2629,10.900064401786437
666,2331,86.09783070617533
666,2594,10.032632027742547
666,2703,82.44528268727983
667,1072,109.93921100570985
667,1303,51.464294914681595
668,971,19.097329507944455
668,1461,28.762636738841632
669,1053,84.94265209278913
669,1331,74.46295353526392
669,2316,84.79685435521641
670,1332,24.662999867828077
670,1617,38.36212521852654
671,899,47.18867213859189
671,1193,12.504696923425712
671,1767,29.653243888269195
671,2236,24.855122434524613
672,1275,60.69750984820573
672,1395,43.601819609889304
672,1712,48.13176355130486
673,844,37.147152741846824
673,1285,43.08899878312495
673,1370,62.87031188826725
673,1649,25.936831507139647
