source,target,weight
299,2258,21.772034827984207
300,301,27.83209820891027
300,1220,21.780374050928245
300,2472,11.391133759785403
300,2499,7.868410000834516
301,1361,16.639927452102206
301,2132,30.58410481988367
302,305,15.156422379406768
302,1996,19.546307182759296
302,2269,26.11598117911082
302,2271,22.258796891412175
303,304,99.31050702792257
303,1999,85.06482292883591
303,2355,100.92164596737143
304,307,52.506501301455195
304,1999,44.895159951898144
304,2391,45.420825779227656
305,2211,29.111392365679148
305,2271,17.1913424539044
306,1220,13.077882245917918
306,1570,4.588854662727473
306,2391,14.99714527534077
307,1456,16.87849442940076
307,2303,9.581957315496435
307,2391,17.579535293088835
308,1671,35.32237765223743
308,1935,21.8643223719372
308,2345,39.39800566403975
309,1979,64.57320567552273
309,2009,67.57145514309177
309,2342,40.92619498197359
310,659,9.821121708385515
310,1401,23.97213183499323
310,1596,36.20403642429506
310,2317,33.24887790925323
311,662,26.15873646721408
311,1602,7.2190063122453525
311,1757,49.29399706439588
312,316,11.2222380011797
312,1384,35.3467098317241
312,1933,21.081685105801068
312,1978,46.01065290644969
312,1979,51.51454122639165
312,1987,16.895003325950068
313,1770,41.60111291819601
313,2370,47.034322872007614
313,2404,46.46649009101694
314,1212,46.89091006291253
314,1333,43.73568288176939
314,2042,21.05479821854942
315,1983,23.85038332536737
315,1998,17.249266941812376
316,1384,26.507722077888076
316,1933,25.122661581486764
316,1978,39.35861764644438
316,1987,26.099463517478156
317,1231,11.435188518696288
317,1410,40.64824954792144
317,1910,29.367716001513713
317,2516,38.003768396015936
318,901,32.760151577739094
318,916,43.09106125512447
318,1258,38.06095663357331
318,2498,31.0274993302211
319,1500,27.652063283642736
319,1536,32.87780235378432
319,2319,9.25680058129305
320,984,18.831127266722024
320,1368,36.5197198887626
320,1671,35.888252352276666
320,1710,28.712728301296785
320,2451,27.209970163473603
321,1346,43.91830463063055
321,1444,8.915317017318868
321,1935,57.48820731664252
322,1044,40.9869532242369
322,1076,22.461015601979614
322,1291,34.20395116097772
323,804,24.953555295486176
323,1123,43.08129491205146
323,2292,38.53106622045133
324,767,42.286828800686926
324,910,45.47608927647022
324,1165,25.54265479941458
324,1513,57.43254689186156
324,1536,42.28663746209775
324,1793,35.075919303062264
325,926,52.71181291582891
325,1251,23.937439427934827
325,2474,37.79016745872562
325,2673,39.30599101034578
326,609,14.808463005409468
326,914,42.94820500486345
326,1196,42.94820500486345
326,1265,14.834485382105626
326,1859,31.274389548796943
327,1287,45.786040484385474
327,2245,41.44187611997064
327,2673,39.21526175554637
328,2204,35.73487148896146
328,2327,41.745675714868874
328,2676,55.23361443743895
328,2697,54.00857771587571
329,401,32.13612418789554
329,1276,19.105582150765123
