id,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
1,38.72,38.72,38.36,37.76,37.1,36.2,35.24,34.22,32.72,32.36000000000001,30.2,30.5,32.3,34.160000000000004,36.38,38.36000000000001,39.68,40.94,40.940000000000005,39.38,40.7,39.68,39.38,38.72
2,39.14,37.879999999999995,37.04,36.14,35.42000000000001,34.1,34.099999999999994,33.019999999999996,32.120000000000005,31.820000000000004,31.459999999999997,31.159999999999997,31.28,33.32,34.46,35.72,38.480000000000004,38.96,39.44,38.54,40.04,39.44,37.339999999999996,36.14
3,40.04,38.720000000000006,37.76,37.52,36.440000000000005,35.24,34.160000000000004,33.68,33.86,33.56,33.080000000000005,32.0,31.52,33.44,34.580000000000005,36.620000000000005,37.580000000000005,38.06,39.199999999999996,39.379999999999995,39.080000000000005,38.78,37.279999999999994,36.02
4,50.54,49.57999999999999,48.74,49.28,48.79999999999999,46.22,44.660000000000004,42.79999999999999,37.16,36.44,33.199999999999996,34.160000000000004,35.0,38.599999999999994,43.52,45.14000000000001,46.160000000000004,48.56,49.580000000000005,50.29999999999999,52.46,52.52,51.800000000000004,50.35999999999999
5,37.699999999999996,36.98,36.32,35.36,36.5,36.199999999999996,35.36000000000001,35.120000000000005,35.300000000000004,34.82,34.699999999999996,34.580000000000005,33.98,35.480000000000004,37.4,39.38,41.18,42.559999999999995,44.18000000000001,44.9,46.63999999999999,45.080000000000005,43.52,40.28
6,40.76,40.22,39.68,38.48,37.34,36.080000000000005,33.800000000000004,33.14,32.24,30.320000000000004,30.74,29.72,29.84,33.02,35.36000000000001,38.24,39.5,40.52,40.64,41.96,41.36,41.6,41.24,40.1
7,38.72,37.34,36.98,36.02,35.18000000000001,33.74,33.74,32.660000000000004,32.06,31.76,31.7,31.040000000000003,31.100000000000005,33.13999999999999,34.82,36.74,38.18,39.02,38.72,38.9,39.68,38.96,37.57999999999999,36.68
8,38.48,37.52,34.879999999999995,33.620000000000005,33.62,33.379999999999995,32.12,32.059999999999995,31.580000000000002,31.22,30.38,29.78,29.900000000000002,29.72,29.36,31.28,32.12,34.34,36.14,37.339999999999996,36.26,35.42,34.699999999999996,33.86
9,60.26,57.44,54.080000000000005,52.22,52.76,49.46,48.31999999999999,48.199999999999996,48.74,48.85999999999999,48.199999999999996,47.24,47.0,45.919999999999995,44.9,47.0,50.9,54.44,56.48,57.56,58.52,60.199999999999996,60.379999999999995,60.379999999999995
10,48.44,46.4,44.660000000000004,43.76,41.9,42.080000000000005,41.06,40.82,39.02,36.800000000000004,35.78,34.57999999999999,34.16,34.82,43.1,48.26,51.68000000000001,53.419999999999995,55.220000000000006,57.080000000000005,57.379999999999995,58.4,58.1,54.31999999999999
11,59.300000000000004,59.18000000000001,58.76,58.52,58.76,58.580000000000005,56.96,57.32,55.76,55.1,54.68,55.1,54.74,55.04,55.16,55.52,56.300000000000004,56.900000000000006,57.14000000000001,57.440000000000005,57.800000000000004,58.879999999999995,59.18,59.0
12,56.24,49.46,47.6,45.98,45.02,45.98,44.419999999999995,41.660000000000004,43.279999999999994,41.660000000000004,38.54,37.88,37.16,39.14000000000001,43.22,48.98,54.5,58.94,61.879999999999995,65.36,67.88,68.0,67.64,64.76
13,74.17999999999999,72.86,72.56,71.18,69.86,67.52,65.84,65.11999999999999,63.86000000000001,63.68,63.199999999999996,62.72,61.52,63.07999999999999,70.94,71.0,74.54,79.16000000000001,81.2,82.21999999999998,82.10000000000001,82.63999999999999,80.66000000000001,78.08
14,38.419999999999995,35.839999999999996,35.18,34.160000000000004,33.08,32.18,31.7,30.8,30.320000000000004,29.78,29.720000000000002,29.179999999999996,29.24,31.939999999999998,33.5,36.26,38.12,39.38,41.54,41.54,41.84,41.66,39.68,37.699999999999996
15,36.38,35.419999999999995,33.86,32.300000000000004,31.52,31.76,30.38,29.24,28.7,27.56,27.14,26.36,26.959999999999997,29.78,32.18,32.96,34.76,37.94,39.74,42.199999999999996,42.080000000000005,42.68,42.13999999999999,38.96
16,60.31999999999999,59.660000000000004,58.339999999999996,57.620000000000005,57.620000000000005,57.620000000000005,58.34,58.64000000000001,59.35999999999999,58.339999999999996,57.620000000000005,57.68000000000001,56.660000000000004,57.620000000000005,58.64000000000001,61.04,63.62,65.65999999999998,66.02,68.66000000000001,69.98,70.7,70.64,70.64
17,38.06,36.68,36.13999999999999,35.36,36.32,35.72,35.18,34.28,34.76,34.34,34.52,33.98,34.7,35.06,36.14000000000001,38.06,39.559999999999995,40.46,42.379999999999995,43.400000000000006,43.94,43.46,42.68000000000001,41.24
18,39.26,37.94,39.02,39.44,38.660000000000004,38.36,37.76,36.85999999999999,35.54,35.6,35.24,34.64,35.24,36.74,37.94,39.02,41.24,41.660000000000004,43.099999999999994,45.080000000000005,46.04,46.16,45.85999999999999,44.419999999999995
19,61.64000000000001,58.94,57.20000000000001,54.62,54.13999999999999,54.26,53.72,52.339999999999996,51.800000000000004,51.800000000000004,51.68,51.620000000000005,51.379999999999995,51.800000000000004,53.72,56.54,60.02,62.84,64.33999999999999,64.63999999999999,64.39999999999999,63.56,61.94,57.919999999999995
20,39.56,38.839999999999996,38.660000000000004,37.58,36.68,34.88,32.54,31.82,30.74,28.580000000000002,29.48,28.22,28.4,32.18,34.7,38.12,39.38,41.0,41.0,42.620000000000005,41.54,41.72,40.64,38.3
21,34.22,33.62,33.38,32.42,30.98,30.14,30.26,29.24,29.12,29.0,28.76,28.34,28.340000000000003,28.8,29.959999999999997,30.36,31.92,32.36,33.5,32.839999999999996,30.080000000000002,30.080000000000002,28.7,28.580000000000002
22,39.32,37.99999999999999,36.919999999999995,36.44,35.300000000000004,35.120000000000005,34.04,33.199999999999996,32.72,32.78,32.36,31.22,31.76,33.379999999999995,34.76,36.379999999999995,37.160000000000004,38.36000000000001,38.72,39.26,38.96,39.199999999999996,37.76,36.13999999999999
23,53.48,52.699999999999996,53.24,51.919999999999995,50.24000000000001,49.22,47.66,45.620000000000005,47.24,45.20000000000001,41.300000000000004,39.08,40.16,43.4,45.5,47.24,50.24,52.04,53.78,55.52,56.660000000000004,57.26,54.620000000000005,46.699999999999996
24,36.68,35.42,35.06,33.98,32.9,32.0,31.82,31.64,31.46,33.26,33.98,34.52,35.24,35.78,36.32,39.56,41.0,42.260000000000005,43.16,44.78,46.4,46.58,45.86,45.14
25,28.04,28.04,27.5,26.240000000000002,24.98,24.62,24.62,24.439999999999998,24.08,23.18,22.82,23.9,27.5,26.6,32.36,35.78,39.2,37.76,40.46,42.08,44.78,45.14,43.16,42.44
26,74.36,73.33999999999999,71.42,71.18,68.96,67.94,66.44,66.2,64.7,63.85999999999999,63.74,62.0,61.81999999999999,62.35999999999999,64.28,66.08,68.60000000000001,70.28000000000002,70.88,72.32,71.42,71.24,69.26,65.84000000000002
27,34.46,34.699999999999996,33.019999999999996,31.400000000000002,31.28,30.080000000000002,30.92,29.72,29.42,29.3,29.36,29.24,29.42,30.92,32.6,34.04,34.46,37.22,38.660000000000004,37.22,38.839999999999996,37.82,34.699999999999996,33.32
28,40.46,39.32,37.82,37.64,36.62,35.660000000000004,34.82,33.62,33.38,33.199999999999996,32.6,31.7,31.22,33.02,33.800000000000004,35.419999999999995,37.04,38.48,38.54,39.62,38.54,38.18,36.98,35.96
29,41.36,37.04,36.26,35.120000000000005,34.879999999999995,33.68,32.24,31.7,31.040000000000003,30.080000000000002,29.180000000000003,27.74,28.52,31.22,34.22,36.74,39.38,40.1,41.06,42.32,41.839999999999996,40.88,39.56,39.68
30,59.35999999999999,56.0,53.660000000000004,50.66,49.339999999999996,48.02,45.98,45.68,44.36000000000001,44.06,44.0,42.38,42.32,43.34,50.0,55.64000000000001,60.68,63.31999999999999,65.0,66.98,66.67999999999999,65.60000000000001,64.34,62.35999999999999
31,34.699999999999996,34.4,32.72,30.679999999999996,30.679999999999996,30.02,29.3,28.400000000000002,28.16,27.8,27.38,27.14,27.14,27.14,27.320000000000004,28.88,29.959999999999997,31.52,32.72,33.13999999999999,32.84,32.0,31.399999999999995,30.320000000000004
32,44.300000000000004,42.68,42.02,41.660000000000004,41.660000000000004,42.02,41.660000000000004,41.660000000000004,41.36,41.0,41.0,41.0,41.0,40.64,40.64,41.660000000000004,43.34,45.31999999999999,46.34,45.62,46.34,46.34,46.34,46.34
33,37.94,36.26,36.32,35.839999999999996,34.82,34.04,33.199999999999996,32.96,32.6,32.839999999999996,33.080000000000005,33.98,34.160000000000004,35.66,37.04,38.24,39.56,41.0,42.08,42.62,43.4,44.18,44.78,45.44
