station,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
52GQ6,71.12,69.08,67.76,65.84,64.76,63.98,61.64000000000001,59.48,57.74000000000001,54.379999999999995,51.620000000000005,50.35999999999999,51.26,56.84,62.18000000000001,65.54,68.0,69.8,71.0,70.64,71.24,70.64,68.77999999999999,66.68
69052,65.18,61.1,57.68,57.199999999999996,54.919999999999995,53.660000000000004,52.22,51.68000000000001,49.76,48.13999999999999,47.18000000000001,46.28,46.04,50.06,53.6,58.4,63.86000000000001,67.28000000000002,68.83999999999999,69.86,69.98,69.26,68.66000000000001,67.21999999999998
72201,77.0,75.92,75.92,75.02,73.94,73.04,73.04,73.04,71.96,73.04,71.96,71.96,71.96,75.02,75.92,78.08,78.98,78.98,78.98,80.96,82.04,80.06,78.98,78.08
72202,77.0,75.92,75.02,75.02,73.94,73.04,71.96,71.06,69.98,69.08,68.0,69.08,69.98,73.04,75.92,80.06,78.98,78.98,75.92,78.08,80.96,78.98,75.02,75.92
72203,77.0,75.92,75.92,75.02,71.06,73.04,69.98,68.0,66.92,69.08,69.08,69.08,71.96,75.02,78.08,78.08,80.06,82.04,80.96,78.98,80.06,78.08,77.0,75.92
72204,75.92,75.92,75.02,75.02,71.96,69.98,71.96,73.04,71.96,69.98,69.98,69.08,69.08,71.06,73.04,75.02,77.0,77.0,78.08,78.98,78.98,78.08,75.92,73.04
72205,78.08,75.92,75.92,75.02,73.04,71.96,69.98,68.0,66.92,64.94,64.04,62.959999999999994,62.959999999999994,64.94,68.0,69.98,73.94,77.0,80.06,80.06,80.06,80.06,75.92,73.94
72206,71.96,68.0,66.02,64.04,64.04,60.980000000000004,57.92,55.04,53.06,50.0,48.92,46.94,48.02,53.06,57.92,68.0,69.08,69.98,69.98,69.08,69.08,69.08,66.02,62.959999999999994
72210,74.78000000000002,74.24,74.06,72.32,72.14,70.63999999999999,69.68,69.08,68.06,66.74000000000001,65.96,64.28,64.04,65.78000000000002,67.7,69.74,72.74,75.26,77.83999999999999,79.46,80.06,80.24000000000001,79.82,76.58
72211,75.02,75.02,75.02,73.04,71.96,69.98,69.98,69.08,68.0,66.92,66.02,64.04,64.04,64.94,66.92,71.06,75.02,78.08,80.06,78.98,82.94,82.94,80.96,80.06
72212,68.9,65.48,62.24,59.72,62.78,61.34,57.92,56.48,51.620000000000005,47.3,44.06,46.94,48.02,53.24,56.84,61.88,66.02,70.16,71.6,73.4,75.2,76.28,77.18,75.02
72213,68.9,66.02,62.24,57.92,55.76,52.16,49.28,47.66,47.3,45.5,44.42,44.6,44.78,50.9,57.56,61.16,65.3,67.82,69.44,71.6,72.86,73.4,72.5,70.16
