station,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
52GQ6,94.33333333333333,95.33333333333333,96.66666666666667,96.0,97.0,97.33333333333333,98.0,98.33333333333333,97.0,97.33333333333333,96.0,97.0,98.66666666666667,93.66666666666667,83.33333333333333,76.66666666666667,73.0,74.0,68.33333333333333,63.333333333333336,60.666666666666664,71.66666666666667,74.0,80.66666666666667
69052,70.33333333333333,87.33333333333333,86.33333333333333,83.0,82.0,83.0,85.33333333333333,88.0,90.66666666666667,90.33333333333333,89.33333333333333,89.0,87.33333333333333,82.0,73.33333333333333,65.33333333333333,60.666666666666664,55.333333333333336,57.666666666666664,66.0,69.66666666666667,74.66666666666667,68.0,70.66666666666667
72201,77.0,77.0,82.0,85.0,79.0,77.0,77.0,79.0,94.0,88.0,96.0,88.0,79.0,77.0,77.0,77.0,72.0,72.0,70.0,72.0,72.0,74.0,67.0,70.0
72202,100.0,96.0,94.0,96.0,90.0,94.0,97.0,100.0,100.0,100.0,97.0,97.0,82.0,72.0,65.0,61.0,61.0,63.0,68.0,74.0,84.0,77.0,70.0,82.0
72203,85.0,87.0,94.0,94.0,94.0,94.0,91.0,96.0,96.0,100.0,100.0,100.0,93.0,85.0,74.0,68.0,65.0,70.0,67.0,68.0,77.0,94.0,96.0,94.0
72204,84.0,88.0,84.0,88.0,88.0,88.0,88.0,88.0,88.0,91.0,91.0,88.0,82.0,77.0,72.0,68.0,66.0,65.0,66.0,72.0,88.0,84.0,84.0,79.0
72205,82.0,90.0,90.0,94.0,94.0,94.0,97.0,97.0,94.0,96.0,96.0,100.0,100.0,85.0,82.0,72.0,65.0,79.0,90.0,97.0,90.0,94.0,100.0,97.0
72206,95.0,97.0,97.0,97.0,97.0,94.0,97.0,97.0,97.0,100.0,96.0,100.0,96.0,94.0,88.0,77.0,74.0,68.0,61.0,59.0,63.0,66.0,65.0,72.0
72210,88.0,93.33333333333333,94.66666666666667,92.66666666666667,91.66666666666667,93.66666666666667,94.33333333333333,91.77777777777777,91.0,90.33333333333333,89.66666666666667,91.66666666666667,87.0,80.66666666666667,85.33333333333333,88.66666666666667,89.33333333333333,87.1111111111111,87.66666666666667,87.33333333333333,81.66666666666667,83.0,83.66666666666667,87.33333333333333
72211,77.0,82.0,85.0,82.0,79.0,82.0,85.0,82.0,79.0,79.0,82.0,82.0,79.0,74.0,77.0,79.0,77.0,77.0,72.0,74.0,72.0,77.0,74.0,74.0
72212,81.66666666666667,86.66666666666667,89.33333333333333,90.0,92.0,92.0,93.66666666666667,93.33333333333333,92.33333333333333,92.33333333333333,96.33333333333333,93.0,93.0,86.0,81.33333333333333,70.33333333333333,67.33333333333333,73.0,72.33333333333333,69.66666666666667,71.66666666666667,69.66666666666667,68.0,84.0
72213,90.0,90.0,91.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0,91.0,91.0,90.0,90.0,80.0,69.0,55.0,52.0,41.0,42.0,41.0,39.0,41.0
72214,91.0,90.0,90.0,97.0,97.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,84.0,79.0,72.0,70.0,65.0,65.0,61.0,61.0,58.0,52.0,50.0
72220,77.0,77.0,80.0,97.0,97.0,96.0,94.0,90.0,100.0,100.0,100.0,100.0,100.0,93.0,85.0,74.0,59.0,58.0,54.0,54.0,52.0,63.0,68.0,72.0
72221,65.0,88.0,89.0,89.0,84.0,83.0,90.0,91.0,92.0,93.0,93.0,94.0,93.0,82.0,69.0,60.0,58.0,51.0,46.0,61.0,67.0,73.0,62.0,76.0
72222,66.0,72.0,88.0,91.0,88.0,88.0,91.0,90.0,91.0,87.0,87.0,87.0,90.0,82.0,77.0,70.0,63.0,58.0,63.0,63.0,66.0,68.0,68.0,68.0
74756,88.0,90.0,87.0,88.0,88.0,88.0,88.0,91.0,88.0,88.0,94.0,90.0,91.0,77.0,74.0,65.0,63.0,65.0,63.0,61.0,84.0,88.0,79.0,79.0
74775,71.0,76.0,92.0,95.0,93.0,95.0,98.0,96.0,100.0,95.0,97.0,97.0,94.0,89.0,80.0,70.0,61.0,58.666666666666664,55.0,64.0,62.0,65.0,65.0,69.0
